Match ID:,NA1_5317347854
Game Duration:,1501
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,505","2,500",+5
2,"3,448","3,823",-375
3,"4,926","5,505",-579
4,"7,066","6,969",+97
5,"9,161","8,819",+342
6,"10,633","9,954",+679
7,"12,838","12,748",+90
8,"15,687","13,949","+1,738"
9,"17,567","15,109","+2,458"
10,"19,622","17,647","+1,975"
11,"21,799","19,434","+2,365"
12,"23,609","22,562","+1,047"
13,"26,789","24,205","+2,584"
14,"29,556","26,839","+2,717"
15,"31,224","28,838","+2,386"
16,"33,634","30,640","+2,994"
17,"35,828","32,227","+3,601"
18,"38,685","34,678","+4,007"
19,"40,837","36,309","+4,528"
20,"45,652","37,944","+7,708"
21,"47,395","39,803","+7,592"
22,"49,977","41,196","+8,781"
23,"53,701","43,067","+10,634"
24,"56,447","46,999","+9,448"
25,"60,191","49,587","+10,604"
""
Objective Timeline
Time,Team,Objective,Details
12:03,Neutral,Top Lane Outer Turret,Team 200's building
13:06,Neutral,Top Lane Outer Turret,Team 100's building
13:14,Team 100,Earth Dragon,
13:16,Neutral,Bot Lane Outer Turret,Team 200's building
14:13,Neutral,Bot Lane Outer Turret,Team 100's building
15:12,Neutral,Mid Lane Outer Turret,Team 200's building
15:47,Team 100,Monster,
17:25,Neutral,Bot Lane Inner Turret,Team 200's building
19:22,Neutral,Top Lane Inner Turret,Team 200's building
19:40,Neutral,Mid Lane Inner Turret,Team 200's building
19:46,Team 100,Fire Dragon,
19:47,Neutral,Dragon Soul Given,
22:44,Neutral,Mid Lane Base Turret,Team 200's building
22:53,Neutral,Inhibitor Building (Mid Lane),Team 200's building
