Match ID:,NA1_5312954121
Game Duration:,1647
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,892","2,500",+392
2,"3,431","3,083",+348
3,"5,026","4,929",+97
4,"6,442","6,598",-156
5,"7,557","8,141",-584
6,"8,928","9,699",-771
7,"10,351","11,323",-972
8,"12,260","12,486",-226
9,"13,753","14,437",-684
10,"15,700","16,740","-1,040"
11,"17,804","18,766",-962
12,"20,199","20,718",-519
13,"22,535","22,857",-322
14,"25,158","24,496",+662
15,"27,505","26,313","+1,192"
16,"29,802","29,024",+778
17,"31,473","32,460",-987
18,"35,137","34,470",+667
19,"37,263","36,931",+332
20,"40,847","40,451",+396
21,"42,121","42,156",-35
22,"43,836","45,263","-1,427"
23,"45,580","47,429","-1,849"
24,"48,275","50,557","-2,282"
25,"49,580","53,426","-3,846"
26,"51,127","59,479","-8,352"
27,"52,943","62,563","-9,620"
""
Objective Timeline
Time,Team,Objective,Details
7:31,Team 200,Chemtech Dragon,
12:49,Team 200,Fire Dragon,
12:50,Neutral,Dragon Soul Given,
14:16,Neutral,Bot Lane Outer Turret,Team 200's building
14:26,Neutral,Top Lane Outer Turret,Team 100's building
15:29,Team 100,Monster,
16:18,Neutral,Bot Lane Outer Turret,Team 100's building
16:18,Neutral,Mid Lane Outer Turret,Team 200's building
17:30,Neutral,Top Lane Outer Turret,Team 200's building
17:47,Neutral,Top Lane Inner Turret,Team 200's building
19:45,Neutral,Top Lane Inner Turret,Team 100's building
20:11,Team 100,Air Dragon,
22:11,Neutral,Mid Lane Outer Turret,Team 100's building
24:43,Neutral,Mid Lane Inner Turret,Team 100's building
25:15,Team 200,Monster,
25:57,Neutral,Mid Lane Base Turret,Team 100's building
26:01,Neutral,Inhibitor Building (Mid Lane),Team 100's building
26:11,Neutral,Bot Lane Inner Turret,Team 100's building
26:44,Team 200,Air Dragon,
27:09,Neutral,Mid Lane Nexus Turret,Team 100's building
27:18,Neutral,Mid Lane Nexus Turret,Team 100's building
