Match ID:,NA1_5318772033
Game Duration:,1892
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,031","3,061",-30
3,"4,773","5,176",-403
4,"7,250","6,728",+522
5,"8,671","8,077",+594
6,"10,609","9,934",+675
7,"12,059","11,700",+359
8,"13,517","13,347",+170
9,"15,146","15,912",-766
10,"16,211","18,602","-2,391"
11,"17,825","20,780","-2,955"
12,"19,899","23,817","-3,918"
13,"22,917","25,858","-2,941"
14,"25,448","27,717","-2,269"
15,"27,846","28,925","-1,079"
16,"29,193","32,443","-3,250"
17,"31,597","34,354","-2,757"
18,"34,638","35,673","-1,035"
19,"36,366","36,965",-599
20,"38,097","38,374",-277
21,"40,777","40,213",+564
22,"42,334","42,791",-457
23,"44,710","44,076",+634
24,"45,911","45,539",+372
25,"50,547","46,265","+4,282"
26,"51,927","48,177","+3,750"
27,"54,794","50,452","+4,342"
28,"57,701","51,797","+5,904"
29,"60,599","54,443","+6,156"
30,"62,802","56,395","+6,407"
""
Objective Timeline
Time,Team,Objective,Details
6:30,Team 100,Earth Dragon,
12:00,Team 200,Air Dragon,
12:01,Neutral,Dragon Soul Given,
12:58,Neutral,Top Lane Outer Turret,Team 200's building
15:51,Neutral,Bot Lane Outer Turret,Team 100's building
16:50,Neutral,Mid Lane Outer Turret,Team 100's building
17:51,Neutral,Bot Lane Outer Turret,Team 200's building
17:51,Team 100,Hextech Dragon,
19:32,Team 200,Monster,
20:05,Neutral,Mid Lane Outer Turret,Team 200's building
21:17,Neutral,Mid Lane Inner Turret,Team 200's building
23:00,Team 200,Hextech Dragon,
24:42,Neutral,Mid Lane Base Turret,Team 200's building
24:49,Neutral,Inhibitor Building (Mid Lane),Team 200's building
26:24,Neutral,Top Lane Outer Turret,Team 100's building
27:17,Team 100,Monster,
28:12,Neutral,Top Lane Inner Turret,Team 200's building
28:27,Neutral,Top Lane Base Turret,Team 200's building
28:41,Neutral,Inhibitor Building (Top Lane),Team 200's building
29:17,Team 100,Hextech Dragon,
29:39,Neutral,Bot Lane Inner Turret,Team 200's building
30:58,Neutral,Inhibitor Building (Mid Lane),Team 200's building
31:14,Neutral,Mid Lane Nexus Turret,Team 200's building
31:14,Neutral,Mid Lane Nexus Turret,Team 200's building
