Match ID:,NA1_5313101812
Game Duration:,1360
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,505","2,500",+5
2,"3,810","3,389",+421
3,"5,328","4,773",+555
4,"6,605","7,330",-725
5,"8,363","8,820",-457
6,"10,145","10,964",-819
7,"11,999","12,716",-717
8,"14,526","14,337",+189
9,"16,052","15,860",+192
10,"18,456","17,802",+654
11,"20,715","19,561","+1,154"
12,"22,570","21,793",+777
13,"24,268","23,655",+613
14,"26,328","26,149",+179
15,"28,990","27,586","+1,404"
16,"32,180","28,846","+3,334"
17,"34,005","30,615","+3,390"
18,"35,593","33,178","+2,415"
19,"39,673","35,260","+4,413"
20,"41,468","36,481","+4,987"
21,"45,644","38,868","+6,776"
22,"47,277","40,360","+6,917"
23,"49,952","41,208","+8,744"
""
Objective Timeline
Time,Team,Objective,Details
9:39,Team 200,Air Dragon,
13:57,Neutral,Mid Lane Outer Turret,Team 100's building
14:08,Neutral,Top Lane Outer Turret,Team 200's building
15:28,Team 100,Fire Dragon,
15:28,Neutral,Dragon Soul Given,
15:36,Neutral,Bot Lane Outer Turret,Team 200's building
15:55,Team 200,Monster,
17:17,Neutral,Top Lane Outer Turret,Team 100's building
17:47,Neutral,Mid Lane Inner Turret,Team 100's building
18:48,Neutral,Mid Lane Outer Turret,Team 200's building
20:55,Neutral,Bot Lane Inner Turret,Team 200's building
20:56,Team 100,Hextech Dragon,
22:14,Neutral,Mid Lane Inner Turret,Team 200's building
