Match ID:,NA1_5314661619
Game Duration:,1472
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,505",-5
2,"2,935","2,991",-56
3,"4,448","4,585",-137
4,"6,372","6,568",-196
5,"8,236","7,766",+470
6,"9,599","9,965",-366
7,"11,514","11,523",-9
8,"13,133","13,675",-542
9,"15,251","16,653","-1,402"
10,"17,577","18,129",-552
11,"19,685","20,088",-403
12,"21,291","22,600","-1,309"
13,"24,787","23,946",+841
14,"26,773","27,299",-526
15,"29,157","28,523",+634
16,"31,071","32,670","-1,599"
17,"32,394","35,363","-2,969"
18,"34,396","37,564","-3,168"
19,"35,863","38,797","-2,934"
20,"39,836","39,753",+83
21,"41,468","42,188",-720
22,"42,843","43,521",-678
23,"44,778","47,435","-2,657"
24,"46,503","48,869","-2,366"
25,"46,898","51,748","-4,850"
""
Objective Timeline
Time,Team,Objective,Details
6:27,Team 100,Air Dragon,
11:53,Team 100,Earth Dragon,
11:53,Neutral,Dragon Soul Given,
11:55,Neutral,Top Lane Outer Turret,Team 100's building
12:49,Neutral,Top Lane Outer Turret,Team 200's building
13:53,Neutral,Mid Lane Outer Turret,Team 100's building
15:49,Neutral,Mid Lane Inner Turret,Team 100's building
16:26,Neutral,Bot Lane Outer Turret,Team 100's building
17:26,Team 100,Hextech Dragon,
19:12,Team 100,Monster,
19:41,Neutral,Mid Lane Outer Turret,Team 200's building
19:46,Neutral,Mid Lane Inner Turret,Team 200's building
22:26,Neutral,Bot Lane Outer Turret,Team 200's building
22:40,Team 200,Hextech Dragon,
24:20,Neutral,Mid Lane Base Turret,Team 100's building
24:26,Neutral,Inhibitor Building (Mid Lane),Team 100's building
