Match ID:,NA1_5307480454
Game Duration:,1820
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,505","2,505",+0
2,"3,031","3,072",-41
3,"4,550","5,019",-469
4,"6,348","6,843",-495
5,"7,920","8,512",-592
6,"9,431","9,634",-203
7,"11,080","11,398",-318
8,"13,475","13,041",+434
9,"15,306","15,525",-219
10,"16,959","17,006",-47
11,"18,460","19,865","-1,405"
12,"20,707","21,105",-398
13,"22,268","23,254",-986
14,"24,536","25,080",-544
15,"27,349","26,611",+738
16,"29,418","28,053","+1,365"
17,"31,591","30,751",+840
18,"32,964","32,690",+274
19,"35,155","34,344",+811
20,"38,753","35,743","+3,010"
21,"40,488","36,836","+3,652"
22,"44,465","37,584","+6,881"
23,"46,231","41,024","+5,207"
24,"47,758","46,667","+1,091"
25,"49,193","48,324",+869
26,"51,839","49,257","+2,582"
27,"54,832","51,172","+3,660"
28,"58,275","53,466","+4,809"
29,"59,698","55,833","+3,865"
30,"64,271","57,692","+6,579"
""
Objective Timeline
Time,Team,Objective,Details
10:38,Team 200,Hextech Dragon,
14:30,Neutral,Bot Lane Outer Turret,Team 200's building
14:44,Neutral,Mid Lane Outer Turret,Team 100's building
15:32,Team 100,Monster,
15:57,Team 200,Chemtech Dragon,
15:57,Neutral,Dragon Soul Given,
16:14,Neutral,Top Lane Outer Turret,Team 200's building
19:27,Neutral,Top Lane Inner Turret,Team 200's building
21:34,Neutral,Mid Lane Outer Turret,Team 200's building
21:45,Neutral,Bot Lane Inner Turret,Team 200's building
21:56,Team 100,Earth Dragon,
23:00,Neutral,Bot Lane Outer Turret,Team 100's building; 400 gold
23:09,Neutral,Mid Lane Inner Turret,Team 200's building
23:31,Neutral,Top Lane Outer Turret,Team 100's building; 150 gold
26:04,Team 100,Monster,
27:13,Neutral,Top Lane Inner Turret,Team 100's building
27:13,Team 100,Earth Dragon,
27:48,Neutral,Bot Lane Base Turret,Team 200's building
28:00,Neutral,Inhibitor Building (Bot Lane),Team 200's building
29:27,Neutral,Top Lane Base Turret,Team 200's building
29:41,Neutral,Mid Lane Base Turret,Team 200's building
29:51,Neutral,Inhibitor Building (Top Lane),Team 200's building
29:51,Neutral,Inhibitor Building (Mid Lane),Team 200's building
30:00,Neutral,Mid Lane Nexus Turret,Team 200's building
30:04,Neutral,Mid Lane Nexus Turret,Team 200's building
