Match ID:,NA1_5310624504
Game Duration:,1951
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,034","2,994",+40
3,"4,838","4,403",+435
4,"6,360","6,155",+205
5,"8,614","7,472","+1,142"
6,"9,932","8,967",+965
7,"11,814","11,261",+553
8,"13,791","12,476","+1,315"
9,"15,205","14,593",+612
10,"17,775","16,073","+1,702"
11,"19,874","17,795","+2,079"
12,"21,313","19,759","+1,554"
13,"23,588","21,672","+1,916"
14,"25,545","23,275","+2,270"
15,"27,749","24,637","+3,112"
16,"30,821","26,578","+4,243"
17,"35,033","27,829","+7,204"
18,"37,608","28,922","+8,686"
19,"38,774","30,268","+8,506"
20,"40,626","31,570","+9,056"
21,"43,370","33,188","+10,182"
22,"45,370","34,506","+10,864"
23,"47,430","40,547","+6,883"
24,"48,791","43,777","+5,014"
25,"50,663","45,106","+5,557"
26,"54,103","47,287","+6,816"
27,"58,478","49,696","+8,782"
28,"59,443","52,145","+7,298"
29,"61,440","54,059","+7,381"
30,"63,992","55,893","+8,099"
""
Objective Timeline
Time,Team,Objective,Details
8:50,Team 200,Earth Dragon,
14:02,Neutral,Top Lane Outer Turret,Team 200's building
14:14,Team 200,Fire Dragon,
14:15,Neutral,Dragon Soul Given,
15:19,Neutral,Top Lane Outer Turret,Team 100's building
15:21,Neutral,Bot Lane Outer Turret,Team 200's building
16:29,Team 100,Monster,
16:49,Neutral,Mid Lane Outer Turret,Team 200's building
17:11,Neutral,Mid Lane Inner Turret,Team 200's building
19:42,Team 100,Air Dragon,
20:32,Neutral,Bot Lane Inner Turret,Team 200's building
22:26,Neutral,Top Lane Inner Turret,Team 200's building
22:27,Neutral,Bot Lane Outer Turret,Team 100's building; 500 gold
23:32,Neutral,Mid Lane Outer Turret,Team 100's building; 400 gold
25:06,Team 100,Air Dragon,
25:18,Team 100,Monster,
26:24,Neutral,Bot Lane Base Turret,Team 200's building
26:32,Neutral,Inhibitor Building (Bot Lane),Team 200's building
26:40,Neutral,Mid Lane Nexus Turret,Team 200's building
26:58,Neutral,Mid Lane Base Turret,Team 200's building
27:02,Neutral,Inhibitor Building (Mid Lane),Team 200's building
29:31,Neutral,Top Lane Base Turret,Team 200's building
29:40,Neutral,Inhibitor Building (Top Lane),Team 200's building
30:30,Team 100,Air Dragon,
31:28,Team 100,Monster,
32:11,Neutral,Inhibitor Building (Mid Lane),Team 200's building
32:23,Neutral,Mid Lane Nexus Turret,Team 200's building
32:25,Neutral,Mid Lane Nexus Turret,Team 200's building
