Match ID:,NA1_5316569860
Game Duration:,1876
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,035","3,016",+19
3,"4,605","4,419",+186
4,"6,244","6,159",+85
5,"7,664","8,008",-344
6,"9,063","9,426",-363
7,"11,184","11,122",+62
8,"14,186","12,683","+1,503"
9,"15,756","14,678","+1,078"
10,"18,187","16,663","+1,524"
11,"20,130","18,293","+1,837"
12,"22,444","21,143","+1,301"
13,"25,727","23,310","+2,417"
14,"27,820","25,850","+1,970"
15,"29,389","27,853","+1,536"
16,"32,014","30,517","+1,497"
17,"33,744","34,356",-612
18,"36,892","36,922",-30
19,"39,417","38,184","+1,233"
20,"41,873","40,997",+876
21,"44,012","42,341","+1,671"
22,"45,827","44,355","+1,472"
23,"48,778","45,637","+3,141"
24,"50,632","49,630","+1,002"
25,"52,053","52,048",+5
26,"56,242","55,778",+464
27,"57,124","59,413","-2,289"
28,"58,755","63,420","-4,665"
29,"60,382","66,127","-5,745"
30,"61,911","68,805","-6,894"
""
Objective Timeline
Time,Team,Objective,Details
7:10,Team 200,Chemtech Dragon,
12:54,Neutral,Top Lane Outer Turret,Team 200's building
13:35,Team 200,Hextech Dragon,
13:35,Neutral,Dragon Soul Given,
15:17,Neutral,Mid Lane Outer Turret,Team 200's building
15:27,Neutral,Bot Lane Outer Turret,Team 200's building
15:46,Team 200,Monster,
16:28,Neutral,Top Lane Outer Turret,Team 100's building
16:53,Neutral,Top Lane Inner Turret,Team 100's building
17:20,Neutral,Bot Lane Inner Turret,Team 200's building
18:47,Team 200,Air Dragon,
18:50,Neutral,Top Lane Inner Turret,Team 200's building
19:38,Neutral,Mid Lane Inner Turret,Team 200's building
19:45,Neutral,Bot Lane Outer Turret,Team 100's building
23:39,Neutral,Top Lane Base Turret,Team 200's building
23:47,Neutral,Inhibitor Building (Top Lane),Team 200's building
23:53,Neutral,Mid Lane Outer Turret,Team 100's building
24:13,Neutral,Mid Lane Inner Turret,Team 100's building
24:31,Team 200,Air Dragon,
24:32,Neutral,Dragon Soul Given,
25:41,Neutral,Bot Lane Base Turret,Team 200's building
25:47,Neutral,Mid Lane Base Turret,Team 200's building
25:48,Neutral,Inhibitor Building (Bot Lane),Team 200's building
25:50,Team 200,Monster,
25:53,Neutral,Inhibitor Building (Mid Lane),Team 200's building
27:44,Neutral,Mid Lane Base Turret,Team 100's building
27:51,Neutral,Inhibitor Building (Mid Lane),Team 100's building
