Match ID:,NA1_5306006424
Game Duration:,1569
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,501",-1
2,"3,099","3,004",+95
3,"5,192","4,440",+752
4,"7,189","5,606","+1,583"
5,"8,804","8,188",+616
6,"10,107","9,953",+154
7,"12,022","11,882",+140
8,"13,658","13,290",+368
9,"15,287","15,324",-37
10,"18,171","17,471",+700
11,"20,068","19,127",+941
12,"23,151","20,506","+2,645"
13,"25,074","22,218","+2,856"
14,"27,677","23,874","+3,803"
15,"28,913","25,449","+3,464"
16,"31,764","28,383","+3,381"
17,"35,465","29,829","+5,636"
18,"37,352","31,503","+5,849"
19,"39,082","32,914","+6,168"
20,"42,873","34,418","+8,455"
21,"44,346","36,056","+8,290"
22,"46,856","37,065","+9,791"
23,"50,156","39,867","+10,289"
24,"52,861","41,049","+11,812"
25,"55,115","42,248","+12,867"
26,"58,421","43,418","+15,003"
""
Objective Timeline
Time,Team,Objective,Details
7:29,Team 200,Water Dragon,
9:44,Neutral,Mid Lane Outer Turret,Team 200's building
11:33,Neutral,Top Lane Outer Turret,Team 200's building
13:17,Team 200,Chemtech Dragon,
13:18,Neutral,Dragon Soul Given,
14:34,Neutral,Top Lane Outer Turret,Team 100's building
15:21,Team 100,Monster,
15:24,Neutral,Bot Lane Outer Turret,Team 200's building
16:37,Neutral,Mid Lane Inner Turret,Team 200's building
18:49,Team 200,Air Dragon,
19:23,Neutral,Mid Lane Base Turret,Team 200's building
19:33,Neutral,Top Lane Inner Turret,Team 200's building
23:06,Neutral,Bot Lane Inner Turret,Team 200's building
24:26,Neutral,Top Lane Base Turret,Team 200's building
24:29,Neutral,Inhibitor Building (Top Lane),Team 200's building
24:32,Neutral,Inhibitor Building (Mid Lane),Team 200's building
24:55,Team 100,Air Dragon,
25:54,Neutral,Mid Lane Nexus Turret,Team 200's building
25:59,Neutral,Mid Lane Nexus Turret,Team 200's building
