Match ID:,NA1_5316039673
Game Duration:,1136
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,906","3,089",-183
3,"4,284","4,575",-291
4,"5,781","6,009",-228
5,"7,865","8,117",-252
6,"9,937","9,728",+209
7,"11,506","11,095",+411
8,"13,479","13,266",+213
9,"15,334","14,566",+768
10,"17,249","16,357",+892
11,"19,965","18,856","+1,109"
12,"21,837","19,875","+1,962"
13,"24,083","22,837","+1,246"
14,"25,820","24,837",+983
15,"30,244","25,748","+4,496"
16,"33,152","27,442","+5,710"
17,"34,889","31,107","+3,782"
18,"37,863","32,908","+4,955"
19,"41,435","33,728","+7,707"
""
Objective Timeline
Time,Team,Objective,Details
7:01,Team 200,Air Dragon,
13:12,Team 200,Fire Dragon,
13:13,Neutral,Dragon Soul Given,
14:09,Neutral,Top Lane Outer Turret,Team 200's building
15:05,Neutral,Bot Lane Outer Turret,Team 200's building
15:15,Neutral,Mid Lane Outer Turret,Team 200's building
15:33,Team 100,Monster,
18:11,Neutral,Mid Lane Inner Turret,Team 200's building
18:20,Neutral,Mid Lane Base Turret,Team 200's building
