Match ID:,NA1_5303640790
Game Duration:,1726
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,975","3,075",-100
3,"4,244","4,760",-516
4,"5,882","6,528",-646
5,"7,885","9,089","-1,204"
6,"9,851","10,687",-836
7,"11,981","13,516","-1,535"
8,"14,493","14,826",-333
9,"15,630","16,684","-1,054"
10,"17,587","18,282",-695
11,"19,730","20,006",-276
12,"21,454","21,817",-363
13,"24,170","23,484",+686
14,"27,659","24,837","+2,822"
15,"31,173","27,093","+4,080"
16,"33,499","29,124","+4,375"
17,"35,794","30,473","+5,321"
18,"38,422","32,178","+6,244"
19,"41,117","35,760","+5,357"
20,"42,621","36,811","+5,810"
21,"44,835","40,895","+3,940"
22,"47,808","41,782","+6,026"
23,"51,064","43,320","+7,744"
24,"53,396","45,482","+7,914"
25,"56,180","48,228","+7,952"
26,"57,916","49,765","+8,151"
27,"61,388","52,608","+8,780"
28,"63,168","55,632","+7,536"
29,"66,910","56,272","+10,638"
""
Objective Timeline
Time,Team,Objective,Details
10:28,Team 200,Fire Dragon,
13:35,Neutral,Bot Lane Outer Turret,Team 200's building
14:49,Neutral,Mid Lane Outer Turret,Team 200's building
15:17,Neutral,Mid Lane Inner Turret,Team 200's building
15:56,Team 200,Chemtech Dragon,
15:57,Neutral,Dragon Soul Given,
17:12,Neutral,Top Lane Outer Turret,Team 200's building
20:00,Team 100,Monster,
20:29,Neutral,Top Lane Inner Turret,Team 200's building
20:40,Neutral,Mid Lane Outer Turret,Team 100's building
21:40,Team 100,Water Dragon,
22:25,Neutral,Bot Lane Inner Turret,Team 200's building
24:11,Neutral,Mid Lane Base Turret,Team 200's building
24:19,Neutral,Top Lane Outer Turret,Team 100's building; 500 gold
24:28,Neutral,Inhibitor Building (Mid Lane),Team 200's building
26:54,Team 100,Monster,
27:10,Team 200,Water Dragon,
28:05,Neutral,Bot Lane Base Turret,Team 200's building
28:18,Neutral,Inhibitor Building (Bot Lane),Team 200's building
28:31,Neutral,Mid Lane Nexus Turret,Team 200's building
28:34,Neutral,Mid Lane Nexus Turret,Team 200's building
