Match ID:,NA1_5303709320
Game Duration:,1549
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,076","3,021",+55
3,"4,625","4,588",+37
4,"6,386","7,256",-870
5,"8,422","9,211",-789
6,"10,237","10,620",-383
7,"11,584","12,309",-725
8,"13,338","14,446","-1,108"
9,"15,064","16,862","-1,798"
10,"16,433","18,513","-2,080"
11,"18,328","19,989","-1,661"
12,"19,770","22,169","-2,399"
13,"21,429","24,707","-3,278"
14,"23,997","27,339","-3,342"
15,"25,732","29,558","-3,826"
16,"27,817","31,716","-3,899"
17,"29,524","34,850","-5,326"
18,"30,795","36,307","-5,512"
19,"32,588","37,950","-5,362"
20,"34,350","42,168","-7,818"
21,"36,677","45,233","-8,556"
22,"38,307","46,604","-8,297"
23,"40,869","48,898","-8,029"
24,"43,413","50,560","-7,147"
25,"45,301","53,016","-7,715"
26,"46,373","57,740","-11,367"
""
Objective Timeline
Time,Team,Objective,Details
6:53,Team 200,Fire Dragon,
12:56,Team 200,Hextech Dragon,
12:57,Neutral,Dragon Soul Given,
15:26,Neutral,Bot Lane Outer Turret,Team 100's building
16:06,Neutral,Mid Lane Outer Turret,Team 100's building
16:21,Neutral,Mid Lane Inner Turret,Team 100's building
16:25,Team 100,Monster,
18:19,Team 200,Water Dragon,
19:42,Neutral,Bot Lane Inner Turret,Team 100's building
19:47,Neutral,Mid Lane Base Turret,Team 100's building
20:01,Neutral,Inhibitor Building (Mid Lane),Team 100's building
20:21,Neutral,Top Lane Outer Turret,Team 100's building
22:26,Neutral,Top Lane Outer Turret,Team 200's building; 500 gold
22:42,Neutral,Bot Lane Base Turret,Team 100's building
22:48,Neutral,Inhibitor Building (Bot Lane),Team 100's building
23:29,Team 200,Water Dragon,
23:30,Neutral,Dragon Soul Given,
24:36,Neutral,Top Lane Inner Turret,Team 100's building
25:06,Neutral,Top Lane Base Turret,Team 100's building
25:18,Neutral,Inhibitor Building (Top Lane),Team 100's building
25:24,Neutral,Inhibitor Building (Mid Lane),Team 100's building
25:34,Neutral,Mid Lane Nexus Turret,Team 100's building
25:36,Neutral,Mid Lane Nexus Turret,Team 100's building
