Match ID:,NA1_5302351464
Game Duration:,1655
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,860","2,886",-26
3,"4,081","4,789",-708
4,"5,476","6,865","-1,389"
5,"7,384","8,496","-1,112"
6,"8,836","9,924","-1,088"
7,"10,899","11,490",-591
8,"12,863","13,593",-730
9,"14,877","16,011","-1,134"
10,"16,313","17,813","-1,500"
11,"18,049","19,502","-1,453"
12,"19,816","22,384","-2,568"
13,"21,505","25,415","-3,910"
14,"22,752","27,924","-5,172"
15,"25,479","29,811","-4,332"
16,"26,294","33,784","-7,490"
17,"28,195","35,428","-7,233"
18,"32,306","38,643","-6,337"
19,"33,708","40,526","-6,818"
20,"36,678","42,703","-6,025"
21,"39,419","45,771","-6,352"
22,"41,110","47,410","-6,300"
23,"43,707","50,048","-6,341"
24,"44,748","51,812","-7,064"
25,"46,760","54,444","-7,684"
26,"47,801","57,403","-9,602"
27,"51,147","60,773","-9,626"
28,"51,868","64,178","-12,310"
""
Objective Timeline
Time,Team,Objective,Details
7:07,Team 100,Air Dragon,
14:30,Team 200,Chemtech Dragon,
14:30,Neutral,Dragon Soul Given,
14:42,Neutral,Mid Lane Outer Turret,Team 200's building
14:48,Neutral,Top Lane Outer Turret,Team 100's building
15:29,Neutral,Top Lane Inner Turret,Team 100's building
15:49,Neutral,Bot Lane Outer Turret,Team 100's building
17:35,Neutral,Top Lane Outer Turret,Team 200's building; 500 gold
17:38,Neutral,Bot Lane Inner Turret,Team 100's building
18:34,Neutral,Mid Lane Outer Turret,Team 100's building
19:11,Team 200,Monster,
20:02,Team 200,Fire Dragon,
21:24,Neutral,Bot Lane Outer Turret,Team 200's building
25:26,Team 100,Fire Dragon,
25:39,Team 200,Monster,
26:34,Neutral,Mid Lane Inner Turret,Team 100's building
26:44,Neutral,Bot Lane Base Turret,Team 100's building
26:51,Neutral,Top Lane Inner Turret,Team 200's building
26:57,Neutral,Inhibitor Building (Bot Lane),Team 100's building
27:07,Neutral,Mid Lane Base Turret,Team 100's building
27:12,Neutral,Inhibitor Building (Mid Lane),Team 100's building
27:28,Neutral,Mid Lane Nexus Turret,Team 100's building
27:30,Neutral,Mid Lane Nexus Turret,Team 100's building
