Match ID:,NA1_5304028682
Game Duration:,1656
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,944","3,065",-121
3,"4,752","4,182",+570
4,"6,141","5,543",+598
5,"8,026","7,328",+698
6,"9,819","8,871",+948
7,"10,994","10,882",+112
8,"13,148","13,630",-482
9,"15,209","15,477",-268
10,"16,861","16,906",-45
11,"18,401","18,672",-271
12,"20,988","22,033","-1,045"
13,"22,355","24,700","-2,345"
14,"24,131","26,826","-2,695"
15,"26,154","28,563","-2,409"
16,"29,035","31,909","-2,874"
17,"30,514","33,698","-3,184"
18,"33,263","35,687","-2,424"
19,"34,788","38,203","-3,415"
20,"35,800","40,158","-4,358"
21,"37,713","42,229","-4,516"
22,"41,873","44,182","-2,309"
23,"44,290","47,757","-3,467"
24,"45,700","49,619","-3,919"
25,"48,494","53,623","-5,129"
26,"51,444","55,315","-3,871"
27,"53,339","57,013","-3,674"
28,"54,288","59,018","-4,730"
""
Objective Timeline
Time,Team,Objective,Details
10:08,Team 200,Chemtech Dragon,
11:20,Neutral,Bot Lane Outer Turret,Team 100's building
13:18,Neutral,Top Lane Outer Turret,Team 100's building
14:25,Neutral,Bot Lane Outer Turret,Team 200's building
15:08,Neutral,Mid Lane Outer Turret,Team 100's building
15:49,Neutral,Top Lane Outer Turret,Team 200's building
16:29,Team 200,Earth Dragon,
16:30,Neutral,Dragon Soul Given,
20:29,Team 200,Monster,
21:52,Neutral,Top Lane Inner Turret,Team 200's building
21:53,Team 200,Water Dragon,
22:58,Neutral,Bot Lane Inner Turret,Team 100's building
23:09,Neutral,Bot Lane Base Turret,Team 100's building
23:18,Neutral,Inhibitor Building (Bot Lane),Team 100's building
24:17,Neutral,Mid Lane Inner Turret,Team 100's building
25:02,Neutral,Mid Lane Base Turret,Team 100's building
27:10,Neutral,Inhibitor Building (Mid Lane),Team 100's building
27:24,Neutral,Mid Lane Nexus Turret,Team 100's building
27:25,Neutral,Mid Lane Nexus Turret,Team 100's building
