Match ID:,NA1_5312517663
Game Duration:,1473
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,026","3,096",-70
3,"4,460","4,644",-184
4,"6,063","6,178",-115
5,"7,658","7,599",+59
6,"10,437","9,338","+1,099"
7,"11,832","10,975",+857
8,"13,453","12,660",+793
9,"15,088","14,324",+764
10,"16,879","17,056",-177
11,"18,979","18,581",+398
12,"20,836","20,732",+104
13,"23,670","24,943","-1,273"
14,"25,664","26,642",-978
15,"28,065","28,326",-261
16,"30,078","30,084",-6
17,"32,105","32,679",-574
18,"35,139","36,284","-1,145"
19,"37,264","38,834","-1,570"
20,"38,290","41,061","-2,771"
21,"39,522","44,601","-5,079"
22,"41,174","47,163","-5,989"
23,"42,802","50,434","-7,632"
24,"44,443","51,755","-7,312"
25,"45,335","54,759","-9,424"
""
Objective Timeline
Time,Team,Objective,Details
7:11,Team 200,Hextech Dragon,
12:33,Neutral,Mid Lane Outer Turret,Team 100's building
12:58,Neutral,Top Lane Outer Turret,Team 100's building
13:24,Team 200,Air Dragon,
13:25,Neutral,Dragon Soul Given,
16:37,Team 200,Monster,
18:15,Neutral,Mid Lane Outer Turret,Team 200's building
18:21,Neutral,Bot Lane Outer Turret,Team 100's building
19:04,Neutral,Mid Lane Inner Turret,Team 100's building
19:57,Team 200,Earth Dragon,
22:02,Neutral,Top Lane Inner Turret,Team 100's building
