Match ID:,NA1_5310242250
Game Duration:,1666
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,510","2,500",+10
2,"3,028","3,029",-1
3,"4,671","4,929",-258
4,"6,125","6,461",-336
5,"7,647","7,808",-161
6,"9,257","9,130",+127
7,"10,709","10,794",-85
8,"12,353","12,853",-500
9,"14,033","14,146",-113
10,"15,621","16,774","-1,153"
11,"16,807","20,482","-3,675"
12,"19,761","21,735","-1,974"
13,"22,637","25,348","-2,711"
14,"24,790","26,921","-2,131"
15,"26,022","29,461","-3,439"
16,"27,579","31,164","-3,585"
17,"29,151","33,225","-4,074"
18,"30,283","34,947","-4,664"
19,"32,775","37,164","-4,389"
20,"34,644","38,526","-3,882"
21,"36,551","42,157","-5,606"
22,"37,962","43,780","-5,818"
23,"39,701","45,799","-6,098"
24,"42,005","48,194","-6,189"
25,"43,407","51,513","-8,106"
26,"45,290","54,736","-9,446"
27,"47,153","59,519","-12,366"
28,"48,673","63,122","-14,449"
""
Objective Timeline
Time,Team,Objective,Details
8:12,Team 200,Water Dragon,
12:57,Neutral,Bot Lane Outer Turret,Team 100's building
13:22,Team 200,Air Dragon,
13:23,Neutral,Dragon Soul Given,
14:36,Neutral,Top Lane Outer Turret,Team 100's building
14:45,Neutral,Mid Lane Outer Turret,Team 100's building
15:18,Team 200,Monster,
18:13,Neutral,Mid Lane Outer Turret,Team 200's building
18:43,Neutral,Top Lane Outer Turret,Team 200's building
18:56,Neutral,Bot Lane Inner Turret,Team 100's building
19:10,Team 200,Hextech Dragon,
23:29,Neutral,Bot Lane Outer Turret,Team 200's building; 500 gold
24:23,Team 200,Hextech Dragon,
24:24,Neutral,Dragon Soul Given,
24:41,Neutral,Mid Lane Inner Turret,Team 100's building
24:55,Neutral,Mid Lane Base Turret,Team 100's building
26:08,Neutral,Bot Lane Base Turret,Team 100's building
26:23,Team 200,Monster,
26:29,Neutral,Inhibitor Building (Bot Lane),Team 100's building
26:45,Neutral,Top Lane Inner Turret,Team 100's building
26:55,Neutral,Inhibitor Building (Mid Lane),Team 100's building
27:05,Neutral,Mid Lane Nexus Turret,Team 100's building
27:19,Neutral,Top Lane Base Turret,Team 100's building
27:28,Neutral,Mid Lane Nexus Turret,Team 100's building
