Match ID:,NA1_5312548454
Game Duration:,1626
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,906","2,955",-49
3,"4,176","4,322",-146
4,"6,572","5,801",+771
5,"8,395","8,127",+268
6,"10,754","9,820",+934
7,"12,485","11,389","+1,096"
8,"14,257","13,219","+1,038"
9,"15,882","15,625",+257
10,"16,843","17,996","-1,153"
11,"18,981","19,855",-874
12,"20,464","21,691","-1,227"
13,"21,809","23,957","-2,148"
14,"24,497","26,604","-2,107"
15,"26,908","27,706",-798
16,"28,651","29,377",-726
17,"30,147","31,710","-1,563"
18,"31,212","34,963","-3,751"
19,"33,245","36,355","-3,110"
20,"35,367","37,869","-2,502"
21,"37,119","39,388","-2,269"
22,"38,173","43,792","-5,619"
23,"39,495","45,800","-6,305"
24,"44,009","49,843","-5,834"
25,"45,542","52,097","-6,555"
26,"46,896","55,777","-8,881"
27,"49,506","60,031","-10,525"
""
Objective Timeline
Time,Team,Objective,Details
8:03,Team 200,Water Dragon,
14:49,Neutral,Top Lane Outer Turret,Team 200's building
15:46,Team 200,Monster,
17:10,Neutral,Mid Lane Outer Turret,Team 100's building
17:24,Neutral,Mid Lane Inner Turret,Team 100's building
17:41,Team 200,Fire Dragon,
17:41,Neutral,Dragon Soul Given,
17:58,Neutral,Top Lane Outer Turret,Team 100's building
19:22,Neutral,Bot Lane Outer Turret,Team 200's building
21:40,Neutral,Top Lane Inner Turret,Team 100's building
23:24,Neutral,Bot Lane Outer Turret,Team 100's building
23:33,Neutral,Top Lane Inner Turret,Team 200's building; 800 gold
23:40,Neutral,Bot Lane Inner Turret,Team 100's building
23:52,Neutral,Top Lane Base Turret,Team 200's building; 800 gold
24:11,Team 200,Earth Dragon,
25:28,Team 200,Monster,
26:21,Neutral,Mid Lane Base Turret,Team 100's building
26:24,Neutral,Top Lane Base Turret,Team 100's building
26:26,Neutral,Inhibitor Building (Mid Lane),Team 100's building
26:35,Neutral,Inhibitor Building (Top Lane),Team 100's building
26:42,Neutral,Mid Lane Nexus Turret,Team 100's building
26:49,Neutral,Mid Lane Nexus Turret,Team 100's building
