Match ID:,NA1_5302386027
Game Duration:,2065
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,505","2,500",+5
2,"3,055","2,926",+129
3,"6,001","4,328","+1,673"
4,"7,370","6,356","+1,014"
5,"9,610","7,549","+2,061"
6,"11,453","10,422","+1,031"
7,"13,329","11,716","+1,613"
8,"14,711","13,475","+1,236"
9,"17,075","14,484","+2,591"
10,"19,476","16,897","+2,579"
11,"21,643","19,429","+2,214"
12,"23,193","20,794","+2,399"
13,"26,125","24,588","+1,537"
14,"29,253","25,892","+3,361"
15,"30,988","28,722","+2,266"
16,"32,222","30,334","+1,888"
17,"33,268","33,692",-424
18,"35,079","35,477",-398
19,"38,027","38,244",-217
20,"39,520","40,878","-1,358"
21,"40,948","42,839","-1,891"
22,"42,059","45,258","-3,199"
23,"44,099","48,516","-4,417"
24,"46,669","50,103","-3,434"
25,"48,823","52,289","-3,466"
26,"51,187","53,744","-2,557"
27,"57,620","55,379","+2,241"
28,"59,544","58,766",+778
29,"61,228","60,992",+236
30,"63,047","64,951","-1,904"
""
Objective Timeline
Time,Team,Objective,Details
10:24,Team 200,Hextech Dragon,
10:40,Neutral,Bot Lane Outer Turret,Team 100's building
10:49,Neutral,Top Lane Outer Turret,Team 200's building
12:49,Neutral,Bot Lane Outer Turret,Team 200's building
13:56,Neutral,Mid Lane Outer Turret,Team 200's building
16:13,Team 200,Earth Dragon,
16:13,Neutral,Dragon Soul Given,
16:38,Neutral,Mid Lane Outer Turret,Team 100's building
17:03,Team 200,Monster,
18:33,Neutral,Top Lane Inner Turret,Team 200's building
22:07,Team 200,Air Dragon,
22:37,Neutral,Mid Lane Inner Turret,Team 100's building
23:01,Neutral,Top Lane Outer Turret,Team 100's building
25:51,Neutral,Bot Lane Inner Turret,Team 200's building
26:37,Team 100,Monster,
27:42,Team 200,Air Dragon,
27:42,Neutral,Dragon Soul Given,
28:19,Neutral,Mid Lane Base Turret,Team 100's building
28:28,Neutral,Inhibitor Building (Mid Lane),Team 100's building
29:33,Neutral,Bot Lane Inner Turret,Team 100's building
30:11,Neutral,Bot Lane Base Turret,Team 100's building
30:18,Neutral,Top Lane Inner Turret,Team 100's building
30:26,Neutral,Inhibitor Building (Bot Lane),Team 100's building
31:42,Neutral,Mid Lane Inner Turret,Team 200's building
33:24,Team 200,Monster,
33:38,Neutral,Mid Lane Nexus Turret,Team 100's building
34:02,Neutral,Inhibitor Building (Mid Lane),Team 100's building
34:10,Neutral,Mid Lane Nexus Turret,Team 100's building
