Match ID:,NA1_5314332665
Game Duration:,1775
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,238","2,954",+284
3,"4,740","4,457",+283
4,"7,067","6,405",+662
5,"8,230","7,521",+709
6,"9,627","9,071",+556
7,"11,823","10,436","+1,387"
8,"13,363","12,676",+687
9,"15,090","13,770","+1,320"
10,"17,384","16,400",+984
11,"19,618","17,725","+1,893"
12,"21,367","19,562","+1,805"
13,"23,248","21,202","+2,046"
14,"26,563","23,316","+3,247"
15,"29,410","25,092","+4,318"
16,"33,075","26,236","+6,839"
17,"35,369","27,732","+7,637"
18,"37,759","29,729","+8,030"
19,"39,935","32,479","+7,456"
20,"41,580","34,168","+7,412"
21,"44,104","36,331","+7,773"
22,"46,949","38,030","+8,919"
23,"49,501","39,177","+10,324"
24,"52,848","41,998","+10,850"
25,"55,047","44,593","+10,454"
26,"57,828","45,874","+11,954"
27,"59,401","47,214","+12,187"
28,"62,116","48,860","+13,256"
29,"65,047","50,703","+14,344"
30,"67,761","51,163","+16,598"
""
Objective Timeline
Time,Team,Objective,Details
8:58,Team 200,Earth Dragon,
13:38,Neutral,Bot Lane Outer Turret,Team 200's building
14:47,Team 200,Air Dragon,
14:48,Neutral,Dragon Soul Given,
14:54,Neutral,Top Lane Outer Turret,Team 200's building
15:31,Neutral,Mid Lane Outer Turret,Team 200's building
17:31,Neutral,Top Lane Inner Turret,Team 200's building
19:09,Team 100,Monster,
20:22,Neutral,Mid Lane Inner Turret,Team 200's building
20:36,Team 100,Fire Dragon,
21:36,Neutral,Bot Lane Inner Turret,Team 200's building
24:18,Neutral,Mid Lane Base Turret,Team 200's building
26:09,Neutral,Inhibitor Building (Mid Lane),Team 200's building
26:47,Team 100,Fire Dragon,
27:28,Team 100,Monster,
28:34,Neutral,Bot Lane Base Turret,Team 200's building
28:39,Neutral,Inhibitor Building (Bot Lane),Team 200's building
28:50,Neutral,Mid Lane Nexus Turret,Team 200's building
29:18,Neutral,Mid Lane Nexus Turret,Team 200's building
