Match ID:,NA1_5306892377
Game Duration:,965
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,015","3,040",-25
3,"4,526","4,620",-94
4,"7,576","6,377","+1,199"
5,"9,977","7,641","+2,336"
6,"12,020","8,924","+3,096"
7,"13,537","10,349","+3,188"
8,"15,018","11,938","+3,080"
9,"17,007","13,546","+3,461"
10,"18,757","15,144","+3,613"
11,"20,569","16,868","+3,701"
12,"21,978","18,231","+3,747"
13,"25,682","19,643","+6,039"
14,"29,679","21,978","+7,701"
15,"31,384","24,316","+7,068"
16,"35,467","25,926","+9,541"
""
Objective Timeline
Time,Team,Objective,Details
7:00,Team 100,Earth Dragon,
12:37,Team 100,Air Dragon,
12:38,Neutral,Dragon Soul Given,
12:44,Neutral,Mid Lane Outer Turret,Team 200's building
14:05,Neutral,Top Lane Outer Turret,Team 200's building
15:16,Neutral,Bot Lane Outer Turret,Team 200's building
15:33,Team 100,Monster,
15:54,Neutral,Top Lane Inner Turret,Team 200's building
