Match ID:,NA1_5298702986
Game Duration:,1360
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,064","2,999",+65
3,"4,940","4,197",+743
4,"6,937","5,812","+1,125"
5,"8,264","7,533",+731
6,"10,183","8,724","+1,459"
7,"12,589","10,400","+2,189"
8,"14,659","13,151","+1,508"
9,"16,273","14,633","+1,640"
10,"19,149","15,863","+3,286"
11,"20,600","17,947","+2,653"
12,"23,250","20,020","+3,230"
13,"27,252","21,698","+5,554"
14,"29,641","23,302","+6,339"
15,"32,462","25,256","+7,206"
16,"34,014","27,262","+6,752"
17,"37,270","29,844","+7,426"
18,"40,261","31,898","+8,363"
19,"43,331","33,156","+10,175"
20,"46,290","36,958","+9,332"
21,"48,392","38,226","+10,166"
22,"51,017","39,499","+11,518"
23,"52,885","41,105","+11,780"
""
Objective Timeline
Time,Team,Objective,Details
10:01,Team 100,Air Dragon,
11:44,Neutral,Top Lane Outer Turret,Team 200's building
13:15,Neutral,Bot Lane Outer Turret,Team 200's building
14:43,Neutral,Mid Lane Outer Turret,Team 200's building
15:37,Team 100,Earth Dragon,
15:37,Neutral,Dragon Soul Given,
16:32,Neutral,Bot Lane Inner Turret,Team 200's building
17:30,Team 100,Monster,
18:08,Neutral,Top Lane Inner Turret,Team 200's building
18:22,Neutral,Top Lane Base Turret,Team 200's building
19:17,Neutral,Mid Lane Inner Turret,Team 200's building
19:29,Neutral,Bot Lane Base Turret,Team 200's building
19:37,Neutral,Inhibitor Building (Bot Lane),Team 200's building
21:22,Team 100,Water Dragon,
22:10,Neutral,Mid Lane Base Turret,Team 200's building
22:19,Neutral,Inhibitor Building (Mid Lane),Team 200's building
22:23,Neutral,Mid Lane Nexus Turret,Team 200's building
22:27,Neutral,Mid Lane Nexus Turret,Team 200's building
