Match ID:,NA1_5314014076
Game Duration:,1845
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,875",-375
2,"3,030","3,397",-367
3,"4,624","4,799",-175
4,"6,581","6,767",-186
5,"8,158","9,092",-934
6,"10,409","10,355",+54
7,"12,165","12,188",-23
8,"13,555","13,731",-176
9,"15,486","15,102",+384
10,"17,391","16,743",+648
11,"18,908","18,621",+287
12,"20,719","21,368",-649
13,"22,598","23,370",-772
14,"25,030","25,148",-118
15,"26,986","27,037",-51
16,"30,995","28,490","+2,505"
17,"33,330","29,955","+3,375"
18,"34,551","33,814",+737
19,"36,448","35,113","+1,335"
20,"37,326","38,979","-1,653"
21,"39,040","40,897","-1,857"
22,"40,775","43,223","-2,448"
23,"42,082","44,998","-2,916"
24,"44,095","47,213","-3,118"
25,"45,495","50,034","-4,539"
26,"50,205","53,362","-3,157"
27,"51,230","55,740","-4,510"
28,"53,300","59,847","-6,547"
29,"54,952","62,302","-7,350"
30,"56,410","65,698","-9,288"
""
Objective Timeline
Time,Team,Objective,Details
6:52,Team 200,Air Dragon,
13:02,Team 200,Water Dragon,
13:03,Neutral,Dragon Soul Given,
14:04,Neutral,Top Lane Outer Turret,Team 200's building
16:23,Team 100,Monster,
16:39,Neutral,Bot Lane Outer Turret,Team 200's building
17:43,Neutral,Bot Lane Outer Turret,Team 100's building
18:22,Team 200,Fire Dragon,
18:38,Neutral,Mid Lane Outer Turret,Team 200's building
19:45,Neutral,Mid Lane Outer Turret,Team 100's building
23:42,Neutral,Mid Lane Inner Turret,Team 200's building
23:57,Team 200,Fire Dragon,
23:57,Neutral,Dragon Soul Given,
24:16,Neutral,Mid Lane Inner Turret,Team 100's building
24:52,Neutral,Top Lane Outer Turret,Team 100's building
26:00,Neutral,Top Lane Inner Turret,Team 100's building
27:27,Team 200,Monster,
28:33,Neutral,Bot Lane Inner Turret,Team 100's building
29:44,Neutral,Mid Lane Base Turret,Team 100's building
29:53,Neutral,Bot Lane Base Turret,Team 100's building
30:02,Neutral,Inhibitor Building (Mid Lane),Team 100's building
30:03,Neutral,Inhibitor Building (Bot Lane),Team 100's building
30:27,Neutral,Mid Lane Nexus Turret,Team 100's building
30:32,Neutral,Mid Lane Nexus Turret,Team 100's building
