Match ID:,NA1_5303542196
Game Duration:,1374
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,946","3,023",-77
3,"4,716","4,481",+235
4,"6,041","5,848",+193
5,"7,737","7,223",+514
6,"9,202","9,239",-37
7,"10,536","10,757",-221
8,"12,400","12,567",-167
9,"14,108","14,497",-389
10,"15,575","17,091","-1,516"
11,"16,980","19,571","-2,591"
12,"18,357","21,869","-3,512"
13,"20,599","24,083","-3,484"
14,"22,498","26,865","-4,367"
15,"25,162","29,707","-4,545"
16,"26,730","31,578","-4,848"
17,"28,133","34,319","-6,186"
18,"31,319","35,460","-4,141"
19,"33,144","37,663","-4,519"
20,"34,952","40,736","-5,784"
21,"36,146","43,369","-7,223"
22,"37,666","45,072","-7,406"
23,"38,305","49,668","-11,363"
""
Objective Timeline
Time,Team,Objective,Details
11:43,Team 200,Chemtech Dragon,
13:19,Neutral,Top Lane Outer Turret,Team 100's building
14:41,Neutral,Mid Lane Outer Turret,Team 100's building
15:57,Team 200,Monster,
16:55,Neutral,Bot Lane Outer Turret,Team 100's building
17:12,Team 200,Earth Dragon,
17:12,Neutral,Dragon Soul Given,
19:03,Neutral,Top Lane Inner Turret,Team 100's building
19:45,Neutral,Mid Lane Inner Turret,Team 100's building
22:25,Neutral,Mid Lane Base Turret,Team 100's building
22:29,Neutral,Inhibitor Building (Mid Lane),Team 100's building
22:37,Neutral,Mid Lane Nexus Turret,Team 100's building
22:42,Neutral,Mid Lane Nexus Turret,Team 100's building
