Match ID:,NA1_5307537729
Game Duration:,1619
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,511",-11
2,"3,013","2,979",+34
3,"4,459","4,688",-229
4,"5,843","6,877","-1,034"
5,"8,637","8,157",+480
6,"10,123","9,625",+498
7,"11,474","11,827",-353
8,"13,350","12,917",+433
9,"14,446","14,377",+69
10,"16,379","16,145",+234
11,"18,141","17,842",+299
12,"20,182","19,010","+1,172"
13,"21,932","20,686","+1,246"
14,"24,156","22,577","+1,579"
15,"25,150","23,578","+1,572"
16,"28,039","25,778","+2,261"
17,"30,133","27,618","+2,515"
18,"32,791","29,172","+3,619"
19,"35,099","30,556","+4,543"
20,"36,927","31,712","+5,215"
21,"38,807","32,945","+5,862"
22,"40,939","35,402","+5,537"
23,"45,469","38,045","+7,424"
24,"47,635","39,551","+8,084"
25,"50,303","40,499","+9,804"
26,"51,996","41,797","+10,199"
27,"56,955","42,895","+14,060"
""
Objective Timeline
Time,Team,Objective,Details
9:08,Team 100,Chemtech Dragon,
14:46,Team 100,Earth Dragon,
14:46,Neutral,Dragon Soul Given,
15:01,Neutral,Top Lane Outer Turret,Team 100's building
16:52,Team 200,Monster,
17:21,Neutral,Bot Lane Outer Turret,Team 200's building
18:21,Neutral,Top Lane Outer Turret,Team 200's building
20:12,Team 100,Air Dragon,
21:43,Neutral,Bot Lane Outer Turret,Team 100's building; 500 gold
22:07,Neutral,Mid Lane Outer Turret,Team 200's building
24:36,Neutral,Mid Lane Inner Turret,Team 200's building
25:29,Team 100,Air Dragon,
25:30,Neutral,Dragon Soul Given,
26:12,Team 100,Monster,
26:35,Neutral,Mid Lane Base Turret,Team 200's building
26:39,Neutral,Inhibitor Building (Mid Lane),Team 200's building
26:47,Neutral,Mid Lane Nexus Turret,Team 200's building
26:49,Neutral,Mid Lane Nexus Turret,Team 200's building
