Match ID:,NA1_5309197126
Game Duration:,1713
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,992","3,505",-513
3,"4,341","5,265",-924
4,"6,597","7,674","-1,077"
5,"8,478","9,725","-1,247"
6,"9,757","11,402","-1,645"
7,"11,882","13,708","-1,826"
8,"13,904","15,662","-1,758"
9,"15,682","17,187","-1,505"
10,"17,822","19,910","-2,088"
11,"19,366","22,758","-3,392"
12,"23,384","24,412","-1,028"
13,"25,161","27,832","-2,671"
14,"28,154","31,251","-3,097"
15,"30,136","32,793","-2,657"
16,"31,673","34,128","-2,455"
17,"33,283","36,876","-3,593"
18,"35,452","38,393","-2,941"
19,"37,760","41,162","-3,402"
20,"39,212","42,867","-3,655"
21,"41,995","45,103","-3,108"
22,"44,279","48,317","-4,038"
23,"45,556","50,133","-4,577"
24,"47,890","53,726","-5,836"
25,"49,451","55,782","-6,331"
26,"50,644","60,381","-9,737"
27,"53,702","62,094","-8,392"
28,"55,029","66,694","-11,665"
29,"56,036","69,038","-13,002"
""
Objective Timeline
Time,Team,Objective,Details
12:44,Neutral,Top Lane Outer Turret,Team 100's building
13:13,Neutral,Bot Lane Outer Turret,Team 100's building
14:19,Neutral,Mid Lane Outer Turret,Team 200's building
17:22,Team 200,Monster,
17:26,Neutral,Bot Lane Outer Turret,Team 200's building
18:18,Neutral,Mid Lane Outer Turret,Team 100's building
18:58,Team 200,Hextech Dragon,
20:01,Neutral,Top Lane Outer Turret,Team 200's building
23:32,Neutral,Bot Lane Inner Turret,Team 100's building
24:19,Team 200,Fire Dragon,
24:20,Neutral,Dragon Soul Given,
25:17,Neutral,Mid Lane Inner Turret,Team 100's building
25:54,Team 200,Monster,
27:15,Neutral,Top Lane Inner Turret,Team 100's building
27:49,Neutral,Mid Lane Base Turret,Team 100's building
27:58,Neutral,Inhibitor Building (Mid Lane),Team 100's building
28:10,Neutral,Top Lane Base Turret,Team 100's building
28:16,Neutral,Inhibitor Building (Top Lane),Team 100's building
28:18,Neutral,Mid Lane Nexus Turret,Team 100's building
28:23,Neutral,Mid Lane Nexus Turret,Team 100's building
