Match ID:,NA1_5305453762
Game Duration:,1409
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,503","2,500",+3
2,"2,967","2,955",+12
3,"4,505","4,242",+263
4,"5,838","6,172",-334
5,"8,054","7,393",+661
6,"9,409","8,893",+516
7,"11,129","9,993","+1,136"
8,"12,921","11,850","+1,071"
9,"14,307","13,346",+961
10,"15,940","14,773","+1,167"
11,"17,982","16,382","+1,600"
12,"19,974","17,765","+2,209"
13,"22,060","19,417","+2,643"
14,"23,915","21,082","+2,833"
15,"25,691","23,666","+2,025"
16,"28,261","26,230","+2,031"
17,"29,706","28,690","+1,016"
18,"33,294","31,305","+1,989"
19,"35,492","33,347","+2,145"
20,"39,162","34,671","+4,491"
21,"41,691","37,612","+4,079"
22,"44,378","39,024","+5,354"
23,"46,631","40,221","+6,410"
24,"49,669","40,879","+8,790"
""
Objective Timeline
Time,Team,Objective,Details
14:03,Team 100,Chemtech Dragon,
15:31,Neutral,Bot Lane Outer Turret,Team 200's building
15:38,Team 200,Monster,
17:25,Neutral,Top Lane Outer Turret,Team 200's building
17:37,Neutral,Mid Lane Outer Turret,Team 100's building
18:34,Neutral,Top Lane Outer Turret,Team 100's building
19:32,Neutral,Top Lane Inner Turret,Team 200's building
19:50,Team 100,Water Dragon,
19:51,Neutral,Dragon Soul Given,
20:13,Neutral,Mid Lane Outer Turret,Team 200's building
23:05,Neutral,Mid Lane Inner Turret,Team 200's building
23:21,Neutral,Bot Lane Inner Turret,Team 200's building
