Match ID:,NA1_5316025142
Game Duration:,1226
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,087","2,932",+155
3,"4,482","4,525",-43
4,"7,140","5,851","+1,289"
5,"8,841","7,233","+1,608"
6,"10,462","8,592","+1,870"
7,"12,118","10,188","+1,930"
8,"14,546","11,511","+3,035"
9,"16,520","13,233","+3,287"
10,"18,394","15,442","+2,952"
11,"20,601","17,805","+2,796"
12,"22,489","19,322","+3,167"
13,"25,619","21,647","+3,972"
14,"27,616","23,395","+4,221"
15,"29,139","25,546","+3,593"
16,"32,325","27,179","+5,146"
17,"34,386","28,568","+5,818"
18,"38,267","29,616","+8,651"
19,"41,056","31,579","+9,477"
20,"44,161","32,877","+11,284"
""
Objective Timeline
Time,Team,Objective,Details
7:48,Team 100,Chemtech Dragon,
12:01,Neutral,Top Lane Outer Turret,Team 200's building
13:39,Team 100,Air Dragon,
13:39,Neutral,Dragon Soul Given,
15:26,Neutral,Bot Lane Outer Turret,Team 200's building
15:52,Neutral,Top Lane Inner Turret,Team 200's building
16:20,Team 100,Monster,
16:36,Neutral,Mid Lane Outer Turret,Team 200's building
17:41,Neutral,Mid Lane Inner Turret,Team 200's building
19:13,Neutral,Top Lane Base Turret,Team 200's building
19:22,Neutral,Inhibitor Building (Top Lane),Team 200's building
19:31,Neutral,Mid Lane Nexus Turret,Team 200's building
19:41,Neutral,Mid Lane Nexus Turret,Team 200's building
19:43,Team 100,Fire Dragon,
