Match ID:,NA1_5318420629
Game Duration:,1572
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,051","3,048",+3
3,"5,989","5,209",+780
4,"7,783","6,595","+1,188"
5,"10,773","8,432","+2,341"
6,"12,015","9,852","+2,163"
7,"14,994","11,412","+3,582"
8,"17,188","13,417","+3,771"
9,"18,495","15,072","+3,423"
10,"20,127","17,124","+3,003"
11,"22,716","18,513","+4,203"
12,"25,912","20,149","+5,763"
13,"28,024","23,263","+4,761"
14,"30,481","24,802","+5,679"
15,"32,849","27,685","+5,164"
16,"34,536","29,523","+5,013"
17,"37,491","30,929","+6,562"
18,"41,216","33,853","+7,363"
19,"44,940","34,853","+10,087"
20,"47,725","37,036","+10,689"
21,"50,215","41,651","+8,564"
22,"52,634","43,965","+8,669"
23,"54,819","45,895","+8,924"
24,"56,305","47,253","+9,052"
25,"60,782","49,437","+11,345"
26,"64,431","50,710","+13,721"
""
Objective Timeline
Time,Team,Objective,Details
8:25,Team 100,Water Dragon,
11:22,Neutral,Bot Lane Outer Turret,Team 200's building
14:04,Neutral,Top Lane Outer Turret,Team 200's building
14:17,Team 100,Chemtech Dragon,
14:17,Neutral,Dragon Soul Given,
15:46,Neutral,Mid Lane Outer Turret,Team 200's building
16:59,Team 100,Monster,
18:16,Neutral,Mid Lane Inner Turret,Team 200's building
18:19,Neutral,Top Lane Inner Turret,Team 200's building
19:28,Neutral,Bot Lane Inner Turret,Team 200's building
19:47,Neutral,Top Lane Outer Turret,Team 100's building; 500 gold
19:49,Team 100,Hextech Dragon,
20:48,Neutral,Bot Lane Outer Turret,Team 100's building; 500 gold
24:40,Neutral,Mid Lane Base Turret,Team 200's building
24:53,Neutral,Inhibitor Building (Mid Lane),Team 200's building
24:54,Neutral,Top Lane Base Turret,Team 200's building
25:57,Neutral,Mid Lane Nexus Turret,Team 200's building
26:01,Neutral,Mid Lane Nexus Turret,Team 200's building
