Match ID:,NA1_5303073199
Game Duration:,2029
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,003","3,068",-65
3,"4,480","4,553",-73
4,"5,576","7,021","-1,445"
5,"7,134","8,335","-1,201"
6,"8,340","10,045","-1,705"
7,"10,487","11,911","-1,424"
8,"12,778","13,605",-827
9,"13,960","15,707","-1,747"
10,"15,993","18,118","-2,125"
11,"18,520","19,617","-1,097"
12,"20,331","21,286",-955
13,"23,134","23,343",-209
14,"24,543","25,374",-831
15,"27,571","27,064",+507
16,"29,076","30,012",-936
17,"31,191","31,516",-325
18,"33,616","33,012",+604
19,"37,056","37,336",-280
20,"39,350","38,704",+646
21,"40,430","40,108",+322
22,"42,854","41,907",+947
23,"45,296","44,293","+1,003"
24,"47,164","47,014",+150
25,"49,242","49,708",-466
26,"54,072","52,048","+2,024"
27,"56,322","53,909","+2,413"
28,"58,621","56,917","+1,704"
29,"59,577","60,982","-1,405"
30,"61,171","63,911","-2,740"
""
Objective Timeline
Time,Team,Objective,Details
7:15,Team 200,Earth Dragon,
13:27,Team 100,Air Dragon,
13:28,Neutral,Dragon Soul Given,
14:16,Neutral,Top Lane Outer Turret,Team 100's building
14:52,Neutral,Bot Lane Outer Turret,Team 200's building
15:20,Team 200,Monster,
15:22,Neutral,Bot Lane Outer Turret,Team 100's building
17:10,Neutral,Mid Lane Outer Turret,Team 200's building
18:18,Neutral,Top Lane Outer Turret,Team 200's building
18:29,Neutral,Mid Lane Outer Turret,Team 100's building
18:39,Neutral,Top Lane Inner Turret,Team 200's building
18:41,Neutral,Mid Lane Inner Turret,Team 100's building
20:02,Team 100,Water Dragon,
25:30,Team 100,Monster,
26:16,Neutral,Mid Lane Inner Turret,Team 200's building
26:37,Team 100,Water Dragon,
26:42,Neutral,Mid Lane Base Turret,Team 200's building
28:59,Neutral,Mid Lane Base Turret,Team 100's building
29:03,Neutral,Inhibitor Building (Mid Lane),Team 100's building
29:24,Neutral,Bot Lane Inner Turret,Team 100's building
30:44,Neutral,Top Lane Inner Turret,Team 100's building
31:43,Team 100,Monster,
32:00,Team 100,Water Dragon,
32:00,Neutral,Dragon Soul Given,
32:56,Neutral,Bot Lane Inner Turret,Team 200's building
33:40,Neutral,Inhibitor Building (Mid Lane),Team 200's building
