Match ID:,NA1_5302379468
Game Duration:,1520
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,955","3,030",-75
3,"4,663","4,508",+155
4,"6,482","6,956",-474
5,"8,355","8,630",-275
6,"9,905","10,060",-155
7,"12,147","11,734",+413
8,"13,594","13,318",+276
9,"15,745","14,914",+831
10,"17,346","17,630",-284
11,"18,871","18,843",+28
12,"22,320","20,242","+2,078"
13,"24,088","22,002","+2,086"
14,"26,262","24,726","+1,536"
15,"27,972","26,009","+1,963"
16,"30,230","27,896","+2,334"
17,"34,646","29,132","+5,514"
18,"36,315","31,566","+4,749"
19,"41,206","34,319","+6,887"
20,"43,520","36,663","+6,857"
21,"46,425","39,995","+6,430"
22,"47,914","42,487","+5,427"
23,"49,673","46,761","+2,912"
24,"51,400","48,519","+2,881"
25,"54,942","49,616","+5,326"
""
Objective Timeline
Time,Team,Objective,Details
7:25,Team 100,Hextech Dragon,
14:47,Team 100,Water Dragon,
14:48,Neutral,Dragon Soul Given,
15:19,Neutral,Bot Lane Outer Turret,Team 200's building
16:05,Neutral,Mid Lane Outer Turret,Team 200's building
16:08,Team 100,Monster,
16:55,Neutral,Mid Lane Inner Turret,Team 200's building
17:55,Neutral,Bot Lane Outer Turret,Team 100's building; 500 gold
18:13,Neutral,Top Lane Outer Turret,Team 200's building
18:24,Neutral,Top Lane Inner Turret,Team 200's building
20:46,Neutral,Top Lane Outer Turret,Team 100's building; 400 gold
20:53,Team 100,Chemtech Dragon,
20:58,Neutral,Bot Lane Inner Turret,Team 200's building
22:37,Neutral,Mid Lane Outer Turret,Team 100's building; 340 gold
24:50,Neutral,Mid Lane Base Turret,Team 200's building
25:00,Neutral,Inhibitor Building (Mid Lane),Team 200's building
