Match ID:,NA1_5304882273
Game Duration:,1151
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,505",-5
2,"2,973","3,023",-50
3,"4,553","4,525",+28
4,"6,029","5,716",+313
5,"7,893","7,225",+668
6,"9,349","8,997",+352
7,"11,330","11,499",-169
8,"13,089","12,753",+336
9,"15,143","15,040",+103
10,"16,471","17,000",-529
11,"18,207","18,931",-724
12,"19,632","21,627","-1,995"
13,"20,752","24,259","-3,507"
14,"23,822","25,865","-2,043"
15,"25,961","29,129","-3,168"
16,"27,213","32,189","-4,976"
17,"28,130","34,384","-6,254"
18,"30,719","36,974","-6,255"
19,"32,743","39,772","-7,029"
""
Objective Timeline
Time,Team,Objective,Details
7:31,Team 200,Air Dragon,
13:32,Team 200,Water Dragon,
13:33,Neutral,Dragon Soul Given,
14:21,Neutral,Bot Lane Outer Turret,Team 100's building
14:53,Neutral,Top Lane Outer Turret,Team 200's building
15:25,Neutral,Top Lane Outer Turret,Team 100's building
15:33,Neutral,Mid Lane Outer Turret,Team 100's building
15:52,Team 200,Monster,
18:05,Neutral,Mid Lane Inner Turret,Team 100's building
18:55,Neutral,Bot Lane Inner Turret,Team 100's building
