Match ID:,NA1_5317494894
Game Duration:,1777
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,373","2,851",+522
3,"4,518","4,648",-130
4,"7,408","6,838",+570
5,"9,761","8,210","+1,551"
6,"11,616","9,545","+2,071"
7,"13,549","10,940","+2,609"
8,"15,732","12,694","+3,038"
9,"17,370","14,341","+3,029"
10,"19,256","16,163","+3,093"
11,"21,378","19,835","+1,543"
12,"23,216","22,620",+596
13,"26,044","24,455","+1,589"
14,"29,441","26,404","+3,037"
15,"31,369","29,255","+2,114"
16,"32,727","31,477","+1,250"
17,"34,357","34,194",+163
18,"36,636","38,480","-1,844"
19,"38,480","42,087","-3,607"
20,"40,272","44,157","-3,885"
21,"42,550","46,317","-3,767"
22,"43,355","49,766","-6,411"
23,"45,836","51,184","-5,348"
24,"47,203","53,492","-6,289"
25,"51,739","55,434","-3,695"
26,"54,342","58,349","-4,007"
27,"56,972","61,835","-4,863"
28,"58,912","64,231","-5,319"
29,"60,372","66,583","-6,211"
30,"62,672","69,553","-6,881"
""
Objective Timeline
Time,Team,Objective,Details
10:10,Team 200,Air Dragon,
13:01,Neutral,Bot Lane Outer Turret,Team 200's building
13:24,Neutral,Top Lane Outer Turret,Team 200's building
15:31,Neutral,Bot Lane Outer Turret,Team 100's building
15:47,Team 200,Water Dragon,
15:48,Neutral,Dragon Soul Given,
17:04,Team 100,Monster,
17:08,Neutral,Bot Lane Inner Turret,Team 100's building
17:36,Neutral,Mid Lane Outer Turret,Team 100's building
18:17,Neutral,Top Lane Outer Turret,Team 100's building
18:45,Neutral,Mid Lane Outer Turret,Team 200's building
18:50,Neutral,Top Lane Inner Turret,Team 100's building
19:21,Neutral,Mid Lane Inner Turret,Team 100's building
21:23,Neutral,Mid Lane Base Turret,Team 100's building
21:28,Neutral,Inhibitor Building (Mid Lane),Team 100's building
22:09,Team 200,Chemtech Dragon,
25:39,Team 100,Monster,
26:36,Neutral,Inhibitor Building (Mid Lane),Team 100's building
26:42,Neutral,Top Lane Base Turret,Team 100's building
26:54,Neutral,Inhibitor Building (Top Lane),Team 100's building
28:20,Team 200,Chemtech Dragon,
28:21,Neutral,Dragon Soul Given,
29:04,Neutral,Bot Lane Base Turret,Team 100's building
29:14,Neutral,Inhibitor Building (Bot Lane),Team 100's building
29:26,Neutral,Mid Lane Nexus Turret,Team 100's building
29:29,Neutral,Mid Lane Nexus Turret,Team 100's building
