Match ID:,NA1_5305998405
Game Duration:,1720
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,505","2,505",+0
2,"2,946","3,009",-63
3,"4,600","5,009",-409
4,"6,404","6,560",-156
5,"8,254","9,308","-1,054"
6,"9,518","10,756","-1,238"
7,"12,208","12,164",+44
8,"13,701","13,818",-117
9,"15,167","15,885",-718
10,"17,401","17,429",-28
11,"19,201","18,947",+254
12,"22,034","21,163",+871
13,"23,673","23,759",-86
14,"26,501","25,151","+1,350"
15,"28,596","27,021","+1,575"
16,"31,261","28,066","+3,195"
17,"33,621","31,638","+1,983"
18,"35,102","33,335","+1,767"
19,"36,639","34,557","+2,082"
20,"37,982","36,231","+1,751"
21,"40,347","38,361","+1,986"
22,"41,769","40,606","+1,163"
23,"43,584","41,990","+1,594"
24,"45,656","43,388","+2,268"
25,"47,745","46,233","+1,512"
26,"49,768","47,377","+2,391"
27,"53,374","48,917","+4,457"
28,"56,419","50,064","+6,355"
29,"59,777","52,508","+7,269"
""
Objective Timeline
Time,Team,Objective,Details
6:30,Team 200,Air Dragon,
13:19,Team 200,Chemtech Dragon,
13:19,Neutral,Dragon Soul Given,
14:25,Neutral,Bot Lane Outer Turret,Team 200's building
14:51,Neutral,Top Lane Outer Turret,Team 200's building
15:42,Team 100,Monster,
16:17,Neutral,Mid Lane Outer Turret,Team 100's building
16:38,Neutral,Bot Lane Inner Turret,Team 200's building
17:00,Neutral,Bot Lane Base Turret,Team 200's building
18:58,Team 100,Fire Dragon,
20:31,Neutral,Top Lane Outer Turret,Team 100's building
21:47,Neutral,Bot Lane Outer Turret,Team 100's building
25:00,Team 200,Fire Dragon,
25:24,Neutral,Mid Lane Outer Turret,Team 200's building
26:23,Team 100,Monster,
27:40,Neutral,Mid Lane Inner Turret,Team 200's building
27:49,Neutral,Mid Lane Base Turret,Team 200's building
27:59,Neutral,Inhibitor Building (Mid Lane),Team 200's building
28:00,Neutral,Inhibitor Building (Bot Lane),Team 200's building
28:20,Neutral,Mid Lane Nexus Turret,Team 200's building
28:30,Neutral,Mid Lane Nexus Turret,Team 200's building
