Match ID:,NA1_5310087907
Game Duration:,1497
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,097","2,976",+121
3,"4,889","5,266",-377
4,"6,862","7,012",-150
5,"8,159","8,677",-518
6,"9,360","11,487","-2,127"
7,"10,912","13,451","-2,539"
8,"13,528","15,088","-1,560"
9,"14,866","16,962","-2,096"
10,"16,551","18,941","-2,390"
11,"18,264","20,933","-2,669"
12,"19,872","23,319","-3,447"
13,"22,402","26,033","-3,631"
14,"24,077","27,745","-3,668"
15,"25,639","30,128","-4,489"
16,"27,151","32,306","-5,155"
17,"28,194","35,750","-7,556"
18,"29,895","37,351","-7,456"
19,"32,304","41,666","-9,362"
20,"34,302","43,934","-9,632"
21,"37,314","47,297","-9,983"
22,"39,909","48,869","-8,960"
23,"42,553","51,237","-8,684"
24,"43,918","53,157","-9,239"
25,"44,661","57,237","-12,576"
""
Objective Timeline
Time,Team,Objective,Details
8:20,Team 100,Hextech Dragon,
12:56,Neutral,Bot Lane Outer Turret,Team 100's building
14:48,Team 200,Earth Dragon,
14:48,Neutral,Dragon Soul Given,
15:47,Team 200,Monster,
16:41,Neutral,Top Lane Outer Turret,Team 100's building
18:29,Neutral,Mid Lane Outer Turret,Team 100's building
18:45,Neutral,Mid Lane Inner Turret,Team 100's building
20:44,Neutral,Bot Lane Inner Turret,Team 100's building
20:47,Neutral,Mid Lane Base Turret,Team 100's building
21:13,Team 200,Air Dragon,
21:49,Neutral,Top Lane Outer Turret,Team 200's building; 500 gold
22:40,Neutral,Bot Lane Base Turret,Team 100's building
24:25,Neutral,Inhibitor Building (Mid Lane),Team 100's building
24:41,Neutral,Mid Lane Nexus Turret,Team 100's building
24:47,Neutral,Mid Lane Nexus Turret,Team 100's building
