Match ID:,NA1_5317944005
Game Duration:,1709
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,368","3,019",+349
3,"4,751","4,584",+167
4,"6,351","6,862",-511
5,"8,324","8,898",-574
6,"9,655","11,400","-1,745"
7,"12,026","13,173","-1,147"
8,"14,312","15,358","-1,046"
9,"16,193","17,555","-1,362"
10,"19,341","18,961",+380
11,"20,930","21,472",-542
12,"23,606","22,730",+876
13,"25,079","25,115",-36
14,"27,289","27,023",+266
15,"29,398","29,077",+321
16,"31,676","31,603",+73
17,"33,995","35,692","-1,697"
18,"35,953","37,688","-1,735"
19,"37,746","41,156","-3,410"
20,"39,640","42,712","-3,072"
21,"41,417","44,778","-3,361"
22,"45,931","46,617",-686
23,"48,320","48,111",+209
24,"50,024","49,901",+123
25,"51,641","51,755",-114
26,"53,696","53,097",+599
27,"54,566","55,471",-905
28,"55,857","60,475","-4,618"
""
Objective Timeline
Time,Team,Objective,Details
12:52,Team 100,Hextech Dragon,
14:02,Neutral,Bot Lane Outer Turret,Team 200's building
14:23,Neutral,Top Lane Outer Turret,Team 100's building
15:56,Neutral,Bot Lane Outer Turret,Team 100's building
16:04,Neutral,Top Lane Outer Turret,Team 200's building
16:16,Neutral,Mid Lane Outer Turret,Team 100's building
16:54,Team 200,Monster,
18:07,Team 200,Fire Dragon,
18:07,Neutral,Dragon Soul Given,
18:30,Neutral,Bot Lane Inner Turret,Team 100's building
18:48,Neutral,Mid Lane Inner Turret,Team 100's building
21:51,Neutral,Mid Lane Outer Turret,Team 200's building
24:02,Team 200,Water Dragon,
27:04,Team 200,Monster,
28:09,Neutral,Mid Lane Base Turret,Team 100's building
28:12,Neutral,Inhibitor Building (Mid Lane),Team 100's building
28:19,Neutral,Mid Lane Nexus Turret,Team 100's building
28:20,Neutral,Mid Lane Nexus Turret,Team 100's building
