Match ID:,NA1_5308835758
Game Duration:,1794
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,115","2,939",+176
3,"4,874","4,544",+330
4,"6,759","6,013",+746
5,"8,354","7,280","+1,074"
6,"10,026","8,700","+1,326"
7,"12,046","10,035","+2,011"
8,"13,434","11,712","+1,722"
9,"15,023","13,250","+1,773"
10,"16,479","14,849","+1,630"
11,"18,154","16,954","+1,200"
12,"20,065","18,283","+1,782"
13,"22,089","20,192","+1,897"
14,"23,852","21,997","+1,855"
15,"26,720","23,176","+3,544"
16,"28,390","25,285","+3,105"
17,"30,460","27,442","+3,018"
18,"32,876","29,969","+2,907"
19,"36,350","31,324","+5,026"
20,"38,524","32,698","+5,826"
21,"42,168","35,161","+7,007"
22,"43,171","36,834","+6,337"
23,"44,794","40,623","+4,171"
24,"45,846","43,149","+2,697"
25,"48,800","45,138","+3,662"
26,"50,739","46,657","+4,082"
27,"52,207","49,226","+2,981"
28,"56,293","50,470","+5,823"
29,"59,246","52,839","+6,407"
30,"62,079","53,449","+8,630"
""
Objective Timeline
Time,Team,Objective,Details
9:57,Team 200,Earth Dragon,
14:56,Neutral,Top Lane Outer Turret,Team 200's building
15:21,Team 100,Air Dragon,
15:21,Neutral,Dragon Soul Given,
16:30,Team 200,Monster,
16:38,Neutral,Bot Lane Outer Turret,Team 200's building
16:49,Neutral,Top Lane Outer Turret,Team 100's building
17:09,Neutral,Bot Lane Inner Turret,Team 200's building
17:24,Neutral,Mid Lane Outer Turret,Team 100's building
20:08,Neutral,Top Lane Inner Turret,Team 200's building
20:12,Neutral,Mid Lane Outer Turret,Team 200's building
21:24,Team 100,Chemtech Dragon,
23:50,Neutral,Bot Lane Outer Turret,Team 100's building; 150 gold
24:27,Neutral,Mid Lane Inner Turret,Team 200's building
27:48,Team 100,Monster,
27:51,Team 200,Chemtech Dragon,
29:23,Neutral,Mid Lane Base Turret,Team 200's building
29:28,Neutral,Inhibitor Building (Mid Lane),Team 200's building
29:36,Neutral,Mid Lane Nexus Turret,Team 200's building
29:42,Neutral,Mid Lane Nexus Turret,Team 200's building
