Match ID:,NA1_5301300921
Game Duration:,925
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,510","2,500",+10
2,"3,090","2,974",+116
3,"4,732","4,394",+338
4,"6,578","5,665",+913
5,"8,269","7,099","+1,170"
6,"9,772","8,458","+1,314"
7,"11,995","10,047","+1,948"
8,"14,094","11,449","+2,645"
9,"15,999","13,504","+2,495"
10,"18,449","14,984","+3,465"
11,"20,605","16,660","+3,945"
12,"23,427","18,569","+4,858"
13,"26,493","19,565","+6,928"
14,"29,094","21,507","+7,587"
15,"31,259","22,782","+8,477"
""
Objective Timeline
Time,Team,Objective,Details
10:11,Team 200,Hextech Dragon,
12:24,Neutral,Mid Lane Outer Turret,Team 200's building
14:17,Neutral,Bot Lane Outer Turret,Team 200's building
15:03,Neutral,Top Lane Outer Turret,Team 200's building
