Match ID:,NA1_5314740973
Game Duration:,939
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,035","2,989",+46
3,"4,755","4,377",+378
4,"6,347","6,278",+69
5,"7,880","8,038",-158
6,"9,323","9,587",-264
7,"11,663","12,336",-673
8,"13,251","14,313","-1,062"
9,"14,533","16,931","-2,398"
10,"16,114","18,566","-2,452"
11,"18,071","20,741","-2,670"
12,"19,721","22,526","-2,805"
13,"21,472","24,768","-3,296"
14,"22,652","28,215","-5,563"
15,"23,924","30,272","-6,348"
16,"25,165","31,143","-5,978"
""
Objective Timeline
Time,Team,Objective,Details
11:25,Team 200,Hextech Dragon,
13:25,Neutral,Bot Lane Outer Turret,Team 100's building
