Match ID:,NA1_5301869855
Game Duration:,1805
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,910","2,964",-54
3,"4,450","4,507",-57
4,"6,053","6,690",-637
5,"7,652","8,111",-459
6,"8,893","9,527",-634
7,"10,989","10,685",+304
8,"12,582","12,421",+161
9,"13,919","14,872",-953
10,"15,336","17,349","-2,013"
11,"17,873","19,219","-1,346"
12,"19,505","21,115","-1,610"
13,"22,524","22,733",-209
14,"23,949","24,702",-753
15,"26,224","26,664",-440
16,"28,279","28,481",-202
17,"29,878","31,243","-1,365"
18,"31,529","33,819","-2,290"
19,"35,193","35,568",-375
20,"37,252","37,665",-413
21,"39,990","39,332",+658
22,"43,935","40,207","+3,728"
23,"45,229","44,441",+788
24,"46,763","45,959",+804
25,"49,776","48,315","+1,461"
26,"53,655","49,231","+4,424"
27,"56,021","50,649","+5,372"
28,"59,027","52,644","+6,383"
29,"63,150","55,250","+7,900"
30,"65,153","57,486","+7,667"
""
Objective Timeline
Time,Team,Objective,Details
6:32,Team 100,Hextech Dragon,
12:47,Team 100,Fire Dragon,
12:48,Neutral,Dragon Soul Given,
14:21,Neutral,Top Lane Outer Turret,Team 200's building
15:45,Team 100,Monster,
16:18,Neutral,Mid Lane Outer Turret,Team 100's building
17:43,Neutral,Mid Lane Outer Turret,Team 200's building
18:26,Team 100,Chemtech Dragon,
19:21,Neutral,Bot Lane Outer Turret,Team 200's building
21:52,Neutral,Bot Lane Inner Turret,Team 200's building
23:42,Team 200,Chemtech Dragon,
24:03,Neutral,Bot Lane Outer Turret,Team 100's building
24:06,Neutral,Top Lane Inner Turret,Team 200's building
25:41,Neutral,Mid Lane Inner Turret,Team 200's building
27:02,Team 100,Monster,
28:12,Neutral,Mid Lane Base Turret,Team 200's building
28:27,Neutral,Inhibitor Building (Mid Lane),Team 200's building
28:57,Neutral,Mid Lane Nexus Turret,Team 200's building
29:05,Neutral,Mid Lane Nexus Turret,Team 200's building
29:08,Neutral,Bot Lane Base Turret,Team 200's building
29:57,Team 100,Chemtech Dragon,
29:57,Neutral,Dragon Soul Given,
