Match ID:,NA1_5309677052
Game Duration:,918
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,505","2,500",+5
2,"3,108","3,055",+53
3,"4,975","4,732",+243
4,"7,234","6,658",+576
5,"8,513","7,955",+558
6,"10,902","9,276","+1,626"
7,"12,718","11,392","+1,326"
8,"15,164","12,626","+2,538"
9,"17,442","14,135","+3,307"
10,"19,809","16,691","+3,118"
11,"22,008","18,312","+3,696"
12,"25,363","19,638","+5,725"
13,"28,228","21,430","+6,798"
14,"31,216","23,327","+7,889"
15,"35,020","24,742","+10,278"
""
Objective Timeline
Time,Team,Objective,Details
10:03,Team 100,Chemtech Dragon,
12:53,Neutral,Bot Lane Outer Turret,Team 200's building
13:06,Neutral,Mid Lane Outer Turret,Team 200's building
14:07,Neutral,Top Lane Outer Turret,Team 100's building
14:40,Neutral,Mid Lane Inner Turret,Team 200's building
14:51,Neutral,Top Lane Outer Turret,Team 200's building
