Match ID:,NA1_5306216736
Game Duration:,1827
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,024","3,036",-12
3,"4,594","4,616",-22
4,"6,008","6,224",-216
5,"8,241","8,344",-103
6,"9,811","9,798",+13
7,"11,388","11,127",+261
8,"13,168","13,406",-238
9,"14,907","15,342",-435
10,"16,883","18,206","-1,323"
11,"18,870","19,789",-919
12,"20,434","21,800","-1,366"
13,"23,502","23,581",-79
14,"25,593","26,182",-589
15,"27,749","28,848","-1,099"
16,"29,567","31,580","-2,013"
17,"31,437","34,364","-2,927"
18,"32,845","36,032","-3,187"
19,"34,157","38,521","-4,364"
20,"35,843","40,981","-5,138"
21,"37,260","43,340","-6,080"
22,"38,953","45,650","-6,697"
23,"40,668","47,265","-6,597"
24,"44,158","49,734","-5,576"
25,"45,188","51,391","-6,203"
26,"49,875","53,100","-3,225"
27,"51,472","56,292","-4,820"
28,"53,266","58,864","-5,598"
29,"54,880","60,893","-6,013"
30,"55,652","65,769","-10,117"
""
Objective Timeline
Time,Team,Objective,Details
6:38,Team 200,Water Dragon,
11:59,Team 200,Fire Dragon,
12:00,Neutral,Dragon Soul Given,
12:50,Neutral,Bot Lane Outer Turret,Team 200's building
14:04,Neutral,Top Lane Outer Turret,Team 100's building
14:14,Neutral,Bot Lane Inner Turret,Team 200's building
15:47,Team 100,Monster,
15:50,Neutral,Bot Lane Outer Turret,Team 100's building
16:26,Neutral,Top Lane Outer Turret,Team 200's building
16:42,Neutral,Bot Lane Inner Turret,Team 100's building
17:53,Team 100,Hextech Dragon,
18:34,Neutral,Mid Lane Outer Turret,Team 100's building
21:03,Neutral,Top Lane Inner Turret,Team 100's building
23:13,Team 200,Hextech Dragon,
27:37,Neutral,Mid Lane Outer Turret,Team 200's building
27:40,Team 200,Monster,
29:07,Team 200,Hextech Dragon,
29:07,Neutral,Dragon Soul Given,
29:27,Neutral,Mid Lane Inner Turret,Team 100's building
29:39,Neutral,Mid Lane Base Turret,Team 100's building
29:39,Neutral,Bot Lane Base Turret,Team 100's building
29:48,Neutral,Inhibitor Building (Bot Lane),Team 100's building
29:49,Neutral,Inhibitor Building (Mid Lane),Team 100's building
30:09,Neutral,Mid Lane Nexus Turret,Team 100's building
30:17,Neutral,Mid Lane Nexus Turret,Team 100's building
