Match ID:,NA1_5305542174
Game Duration:,1612
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,920","2,515",+405
2,"3,520","3,089",+431
3,"5,062","4,470",+592
4,"7,608","6,479","+1,129"
5,"9,440","7,654","+1,786"
6,"11,403","8,985","+2,418"
7,"13,125","11,385","+1,740"
8,"15,749","12,963","+2,786"
9,"17,336","15,220","+2,116"
10,"19,665","16,700","+2,965"
11,"21,927","18,195","+3,732"
12,"24,842","19,765","+5,077"
13,"27,519","22,466","+5,053"
14,"30,467","24,488","+5,979"
15,"33,128","28,221","+4,907"
16,"35,534","29,964","+5,570"
17,"37,681","31,988","+5,693"
18,"40,010","33,061","+6,949"
19,"41,830","34,697","+7,133"
20,"45,634","36,795","+8,839"
21,"48,400","40,652","+7,748"
22,"51,143","44,297","+6,846"
23,"56,145","45,339","+10,806"
24,"58,425","47,880","+10,545"
25,"60,566","50,100","+10,466"
26,"64,820","51,172","+13,648"
27,"68,045","52,659","+15,386"
""
Objective Timeline
Time,Team,Objective,Details
5:54,Team 100,Hextech Dragon,
11:25,Team 100,Fire Dragon,
11:26,Neutral,Dragon Soul Given,
11:51,Neutral,Top Lane Outer Turret,Team 200's building
12:13,Neutral,Mid Lane Outer Turret,Team 200's building
13:59,Neutral,Bot Lane Outer Turret,Team 200's building
14:49,Neutral,Top Lane Outer Turret,Team 100's building; 500 gold
16:19,Team 100,Monster,
17:23,Neutral,Mid Lane Inner Turret,Team 200's building
17:53,Team 100,Water Dragon,
19:25,Neutral,Bot Lane Inner Turret,Team 200's building
20:55,Neutral,Bot Lane Outer Turret,Team 100's building; 500 gold
21:15,Neutral,Top Lane Inner Turret,Team 200's building
21:22,Neutral,Bot Lane Inner Turret,Team 100's building; 800 gold
22:57,Neutral,Mid Lane Base Turret,Team 200's building
23:12,Team 100,Water Dragon,
23:12,Neutral,Dragon Soul Given,
25:39,Neutral,Inhibitor Building (Mid Lane),Team 200's building
25:59,Neutral,Bot Lane Base Turret,Team 200's building
26:04,Neutral,Mid Lane Nexus Turret,Team 200's building
26:15,Neutral,Inhibitor Building (Bot Lane),Team 200's building
26:26,Neutral,Mid Lane Nexus Turret,Team 200's building
