Match ID:,NA1_5313725953
Game Duration:,1987
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,082","2,995",+87
3,"4,623","4,446",+177
4,"6,665","6,052",+613
5,"8,172","7,708",+464
6,"9,580","9,145",+435
7,"12,161","10,912","+1,249"
8,"14,027","12,462","+1,565"
9,"16,648","13,925","+2,723"
10,"17,936","16,778","+1,158"
11,"20,126","18,880","+1,246"
12,"22,021","20,862","+1,159"
13,"24,146","23,293",+853
14,"26,146","25,214",+932
15,"27,722","27,517",+205
16,"29,890","29,113",+777
17,"31,973","31,497",+476
18,"34,416","33,984",+432
19,"36,414","36,494",-80
20,"39,400","38,008","+1,392"
21,"41,151","40,363",+788
22,"43,136","41,649","+1,487"
23,"44,916","43,748","+1,168"
24,"46,952","45,032","+1,920"
25,"49,598","46,725","+2,873"
26,"52,603","48,068","+4,535"
27,"56,403","49,757","+6,646"
28,"60,042","51,491","+8,551"
29,"61,958","53,440","+8,518"
30,"64,135","54,857","+9,278"
""
Objective Timeline
Time,Team,Objective,Details
13:19,Team 200,Earth Dragon,
15:19,Neutral,Top Lane Outer Turret,Team 200's building
16:36,Neutral,Bot Lane Outer Turret,Team 100's building
16:50,Neutral,Mid Lane Outer Turret,Team 200's building
17:39,Team 200,Monster,
17:55,Neutral,Bot Lane Outer Turret,Team 200's building
18:28,Team 100,Fire Dragon,
18:28,Neutral,Dragon Soul Given,
18:45,Neutral,Top Lane Outer Turret,Team 100's building
20:01,Neutral,Top Lane Inner Turret,Team 200's building
23:54,Team 100,Chemtech Dragon,
25:25,Neutral,Bot Lane Inner Turret,Team 200's building
25:43,Neutral,Mid Lane Inner Turret,Team 200's building
26:23,Neutral,Mid Lane Base Turret,Team 200's building
26:31,Neutral,Inhibitor Building (Mid Lane),Team 200's building
27:43,Team 100,Monster,
29:17,Team 100,Chemtech Dragon,
29:45,Neutral,Bot Lane Base Turret,Team 200's building
30:01,Neutral,Inhibitor Building (Bot Lane),Team 200's building
30:10,Neutral,Mid Lane Nexus Turret,Team 200's building
30:26,Neutral,Mid Lane Nexus Turret,Team 200's building
32:34,Neutral,Top Lane Base Turret,Team 200's building
