Match ID:,NA1_5311495677
Game Duration:,1479
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,506","2,500",+6
2,"3,040","2,958",+82
3,"4,298","4,643",-345
4,"6,111","5,789",+322
5,"7,534","7,808",-274
6,"9,080","9,400",-320
7,"11,032","11,441",-409
8,"12,960","13,289",-329
9,"14,548","15,477",-929
10,"16,531","17,284",-753
11,"17,798","19,180","-1,382"
12,"19,697","21,555","-1,858"
13,"20,926","24,875","-3,949"
14,"23,785","27,913","-4,128"
15,"25,519","29,862","-4,343"
16,"28,039","32,525","-4,486"
17,"31,114","35,626","-4,512"
18,"33,528","37,138","-3,610"
19,"36,725","39,897","-3,172"
20,"38,282","42,051","-3,769"
21,"40,412","43,624","-3,212"
22,"41,938","48,504","-6,566"
23,"43,725","50,723","-6,998"
24,"44,932","54,227","-9,295"
25,"46,030","56,957","-10,927"
""
Objective Timeline
Time,Team,Objective,Details
12:37,Neutral,Bot Lane Outer Turret,Team 100's building
12:38,Team 200,Water Dragon,
15:29,Team 100,Monster,940 gold
16:05,Neutral,Mid Lane Outer Turret,Team 100's building
17:57,Neutral,Top Lane Outer Turret,Team 200's building; 360 gold
18:11,Team 200,Air Dragon,
18:11,Neutral,Dragon Soul Given,
18:36,Neutral,Mid Lane Outer Turret,Team 200's building
19:03,Neutral,Top Lane Outer Turret,Team 100's building
21:15,Neutral,Mid Lane Inner Turret,Team 100's building
21:31,Neutral,Mid Lane Base Turret,Team 100's building
21:41,Neutral,Inhibitor Building (Mid Lane),Team 100's building
23:28,Neutral,Bot Lane Inner Turret,Team 100's building
23:38,Neutral,Bot Lane Base Turret,Team 100's building
23:47,Neutral,Inhibitor Building (Bot Lane),Team 100's building
24:22,Neutral,Mid Lane Nexus Turret,Team 100's building
24:24,Neutral,Mid Lane Nexus Turret,Team 100's building
