Match ID:,NA1_5307429675
Game Duration:,1989
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,515","2,500",+15
2,"3,051","3,027",+24
3,"4,556","4,501",+55
4,"6,487","5,932",+555
5,"8,209","7,382",+827
6,"9,975","9,026",+949
7,"11,360","11,010",+350
8,"13,458","12,316","+1,142"
9,"15,130","14,201",+929
10,"16,875","15,477","+1,398"
11,"18,751","17,429","+1,322"
12,"20,561","19,396","+1,165"
13,"22,275","21,089","+1,186"
14,"25,758","22,422","+3,336"
15,"28,238","23,727","+4,511"
16,"30,247","26,389","+3,858"
17,"33,781","27,983","+5,798"
18,"35,325","29,513","+5,812"
19,"38,292","31,201","+7,091"
20,"39,905","33,340","+6,565"
21,"42,946","35,346","+7,600"
22,"46,336","36,805","+9,531"
23,"47,519","40,179","+7,340"
24,"49,809","41,785","+8,024"
25,"51,665","43,105","+8,560"
26,"54,592","46,196","+8,396"
27,"59,645","48,250","+11,395"
28,"60,861","50,863","+9,998"
29,"62,147","55,171","+6,976"
30,"63,160","58,246","+4,914"
""
Objective Timeline
Time,Team,Objective,Details
6:58,Team 200,Chemtech Dragon,
12:21,Team 100,Water Dragon,
12:21,Neutral,Dragon Soul Given,
14:06,Neutral,Top Lane Outer Turret,Team 200's building
14:26,Neutral,Bot Lane Outer Turret,Team 200's building
15:55,Team 100,Monster,
16:48,Neutral,Top Lane Outer Turret,Team 100's building
16:53,Neutral,Mid Lane Outer Turret,Team 200's building
18:00,Team 100,Earth Dragon,
21:06,Neutral,Mid Lane Inner Turret,Team 200's building
21:34,Neutral,Bot Lane Inner Turret,Team 200's building
24:18,Team 100,Earth Dragon,
25:48,Neutral,Bot Lane Outer Turret,Team 100's building; 500 gold
25:48,Team 100,Monster,
26:37,Neutral,Top Lane Inner Turret,Team 200's building
26:50,Neutral,Mid Lane Base Turret,Team 200's building
26:58,Neutral,Top Lane Base Turret,Team 200's building
28:55,Neutral,Mid Lane Outer Turret,Team 100's building; 500 gold
29:08,Neutral,Mid Lane Inner Turret,Team 100's building; 800 gold
29:41,Team 200,Earth Dragon,780 gold
32:17,Team 100,Monster,
32:54,Neutral,Inhibitor Building (Mid Lane),Team 200's building
33:00,Neutral,Mid Lane Nexus Turret,Team 200's building
33:03,Neutral,Mid Lane Nexus Turret,Team 200's building
