Match ID:,NA1_5314230177
Game Duration:,1623
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,967","2,983",-16
3,"4,288","4,798",-510
4,"6,091","6,044",+47
5,"8,144","8,231",-87
6,"9,984","9,583",+401
7,"11,204","11,624",-420
8,"13,050","13,057",-7
9,"14,628","14,900",-272
10,"17,187","16,518",+669
11,"19,209","17,778","+1,431"
12,"20,963","19,231","+1,732"
13,"22,878","21,690","+1,188"
14,"24,378","24,313",+65
15,"26,659","27,480",-821
16,"27,798","29,579","-1,781"
17,"31,493","30,830",+663
18,"33,020","33,420",-400
19,"34,832","35,091",-259
20,"36,611","38,713","-2,102"
21,"38,273","40,499","-2,226"
22,"39,266","43,623","-4,357"
23,"40,605","46,338","-5,733"
24,"42,020","47,754","-5,734"
25,"43,467","52,186","-8,719"
26,"45,086","54,993","-9,907"
27,"45,873","60,988","-15,115"
""
Objective Timeline
Time,Team,Objective,Details
6:24,Team 100,Water Dragon,
11:58,Team 200,Air Dragon,
11:59,Neutral,Dragon Soul Given,
14:05,Neutral,Bot Lane Outer Turret,Team 100's building
14:23,Neutral,Top Lane Outer Turret,Team 200's building
15:46,Team 200,Monster,
17:41,Neutral,Mid Lane Outer Turret,Team 100's building
17:53,Team 200,Chemtech Dragon,
19:53,Neutral,Top Lane Outer Turret,Team 100's building
22:42,Neutral,Mid Lane Inner Turret,Team 100's building
23:22,Team 200,Chemtech Dragon,
24:58,Neutral,Top Lane Inner Turret,Team 100's building
25:26,Team 200,Monster,
26:35,Neutral,Bot Lane Inner Turret,Team 100's building
26:39,Neutral,Mid Lane Base Turret,Team 100's building
26:44,Neutral,Inhibitor Building (Mid Lane),Team 100's building
26:53,Neutral,Mid Lane Nexus Turret,Team 100's building
26:53,Neutral,Mid Lane Nexus Turret,Team 100's building
