Match ID:,NA1_5313521444
Game Duration:,1561
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,086","3,018",+68
3,"4,599","4,644",-45
4,"6,680","6,193",+487
5,"8,038","7,651",+387
6,"10,461","9,365","+1,096"
7,"12,107","11,469",+638
8,"14,414","13,217","+1,197"
9,"15,839","14,847",+992
10,"17,467","16,978",+489
11,"19,367","18,434",+933
12,"20,596","21,105",-509
13,"22,879","22,509",+370
14,"25,052","25,399",-347
15,"27,314","27,055",+259
16,"30,265","29,074","+1,191"
17,"32,592","31,725",+867
18,"34,007","33,837",+170
19,"36,115","35,849",+266
20,"38,897","38,279",+618
21,"41,479","39,389","+2,090"
22,"43,226","41,091","+2,135"
23,"46,389","42,194","+4,195"
24,"48,179","44,005","+4,174"
25,"50,900","45,453","+5,447"
26,"53,752","47,171","+6,581"
""
Objective Timeline
Time,Team,Objective,Details
11:09,Team 200,Hextech Dragon,
13:24,Neutral,Mid Lane Outer Turret,Team 100's building
14:31,Neutral,Top Lane Outer Turret,Team 200's building
15:02,Neutral,Bot Lane Outer Turret,Team 100's building
15:51,Neutral,Mid Lane Outer Turret,Team 200's building
16:28,Neutral,Top Lane Outer Turret,Team 100's building
17:45,Team 200,Monster,
19:49,Neutral,Top Lane Inner Turret,Team 100's building
20:48,Team 100,Water Dragon,
20:48,Neutral,Dragon Soul Given,
21:39,Neutral,Mid Lane Inner Turret,Team 100's building
22:20,Neutral,Mid Lane Inner Turret,Team 200's building
22:52,Neutral,Bot Lane Outer Turret,Team 200's building
24:28,Neutral,Top Lane Inner Turret,Team 200's building
