Match ID:,NA1_5291468121
Game Duration:,1204
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,963","3,014",-51
3,"4,688","4,193",+495
4,"6,911","5,374","+1,537"
5,"8,844","6,693","+2,151"
6,"10,289","7,994","+2,295"
7,"11,880","9,491","+2,389"
8,"13,798","11,233","+2,565"
9,"15,854","12,819","+3,035"
10,"17,752","15,535","+2,217"
11,"20,313","16,469","+3,844"
12,"22,601","18,768","+3,833"
13,"24,949","21,002","+3,947"
14,"27,015","23,062","+3,953"
15,"29,001","24,460","+4,541"
16,"32,922","25,345","+7,577"
17,"35,136","27,180","+7,956"
18,"37,977","28,674","+9,303"
19,"39,911","30,103","+9,808"
20,"44,704","31,354","+13,350"
""
Objective Timeline
Time,Team,Objective,Details
6:45,Team 100,Chemtech Dragon,
12:51,Neutral,Bot Lane Outer Turret,Team 200's building
13:31,Team 100,Air Dragon,
13:31,Neutral,Dragon Soul Given,
15:24,Neutral,Mid Lane Outer Turret,Team 200's building
15:52,Neutral,Top Lane Outer Turret,Team 200's building
16:30,Team 100,Monster,
18:54,Team 100,Water Dragon,
19:13,Neutral,Mid Lane Inner Turret,Team 200's building
19:55,Neutral,Mid Lane Base Turret,Team 200's building
19:58,Neutral,Bot Lane Inner Turret,Team 200's building
