Match ID:,NA1_5314762473
Game Duration:,1685
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,505","2,505",+0
2,"3,069","3,040",+29
3,"4,579","4,608",-29
4,"6,696","6,655",+41
5,"7,950","7,995",-45
6,"9,265","9,438",-173
7,"11,242","10,928",+314
8,"12,591","12,866",-275
9,"14,660","14,729",-69
10,"16,507","16,547",-40
11,"18,226","18,116",+110
12,"21,030","20,042",+988
13,"24,725","22,607","+2,118"
14,"26,989","25,067","+1,922"
15,"28,796","26,814","+1,982"
16,"30,940","29,451","+1,489"
17,"32,523","31,717",+806
18,"34,229","33,787",+442
19,"36,399","36,148",+251
20,"38,282","37,841",+441
21,"41,040","40,364",+676
22,"42,859","42,321",+538
23,"44,333","44,089",+244
24,"47,216","45,392","+1,824"
25,"48,237","48,653",-416
26,"49,315","51,740","-2,425"
27,"50,750","54,118","-3,368"
28,"51,466","59,457","-7,991"
""
Objective Timeline
Time,Team,Objective,Details
6:23,Team 200,Chemtech Dragon,
11:54,Neutral,Top Lane Outer Turret,Team 200's building
12:18,Neutral,Top Lane Inner Turret,Team 200's building
12:22,Neutral,Bot Lane Outer Turret,Team 100's building
12:40,Team 200,Hextech Dragon,
12:41,Neutral,Dragon Soul Given,
15:22,Neutral,Mid Lane Outer Turret,Team 100's building
15:30,Neutral,Bot Lane Outer Turret,Team 200's building
16:25,Team 100,Monster,
18:04,Neutral,Mid Lane Outer Turret,Team 200's building
19:03,Team 200,Earth Dragon,
22:47,Neutral,Top Lane Outer Turret,Team 100's building
23:16,Neutral,Bot Lane Inner Turret,Team 200's building
24:50,Team 200,Earth Dragon,
24:51,Neutral,Dragon Soul Given,
25:25,Team 200,Monster,
26:11,Neutral,Mid Lane Inner Turret,Team 100's building
26:29,Neutral,Mid Lane Base Turret,Team 100's building
26:35,Neutral,Inhibitor Building (Mid Lane),Team 100's building
27:19,Neutral,Top Lane Inner Turret,Team 100's building
27:30,Neutral,Top Lane Base Turret,Team 100's building
27:34,Neutral,Inhibitor Building (Top Lane),Team 100's building
27:40,Neutral,Mid Lane Nexus Turret,Team 100's building
27:50,Neutral,Mid Lane Nexus Turret,Team 100's building
