Match ID:,NA1_5309969480
Game Duration:,1528
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,785","2,798",+987
3,"5,120","4,223",+897
4,"6,937","7,583",-646
5,"8,764","9,353",-589
6,"10,228","10,869",-641
7,"11,788","12,502",-714
8,"13,702","14,871","-1,169"
9,"15,113","16,629","-1,516"
10,"17,130","18,205","-1,075"
11,"19,430","19,646",-216
12,"20,799","21,115",-316
13,"23,243","24,008",-765
14,"25,060","26,904","-1,844"
15,"26,152","29,495","-3,343"
16,"27,771","30,944","-3,173"
17,"30,443","33,204","-2,761"
18,"31,963","35,459","-3,496"
19,"33,680","40,251","-6,571"
20,"35,005","42,677","-7,672"
21,"36,040","45,622","-9,582"
22,"38,626","47,237","-8,611"
23,"40,562","50,431","-9,869"
24,"41,698","53,403","-11,705"
25,"43,495","56,265","-12,770"
""
Objective Timeline
Time,Team,Objective,Details
7:28,Team 100,Hextech Dragon,
13:24,Neutral,Mid Lane Outer Turret,Team 100's building
14:49,Neutral,Top Lane Outer Turret,Team 100's building
17:03,Team 200,Air Dragon,
17:04,Neutral,Dragon Soul Given,
17:29,Neutral,Bot Lane Outer Turret,Team 100's building
17:58,Team 200,Monster,
18:35,Neutral,Top Lane Inner Turret,Team 100's building
18:47,Neutral,Top Lane Base Turret,Team 100's building
19:12,Neutral,Mid Lane Inner Turret,Team 100's building
20:13,Neutral,Bot Lane Inner Turret,Team 100's building
22:59,Neutral,Bot Lane Base Turret,Team 100's building
23:05,Neutral,Inhibitor Building (Bot Lane),Team 100's building
23:55,Neutral,Mid Lane Base Turret,Team 100's building
24:04,Neutral,Inhibitor Building (Mid Lane),Team 100's building
24:15,Neutral,Inhibitor Building (Top Lane),Team 100's building
24:59,Neutral,Mid Lane Nexus Turret,Team 100's building
25:03,Neutral,Mid Lane Nexus Turret,Team 100's building
