Match ID:,NA1_5315784076
Game Duration:,922
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,940","3,321",-381
3,"4,336","5,277",-941
4,"6,675","6,649",+26
5,"8,488","7,858",+630
6,"9,460","10,790","-1,330"
7,"11,563","12,195",-632
8,"13,583","14,497",-914
9,"14,848","15,637",-789
10,"16,935","16,851",+84
11,"18,717","18,670",+47
12,"20,589","21,230",-641
13,"22,296","23,710","-1,414"
14,"23,781","26,331","-2,550"
15,"25,059","29,042","-3,983"
""
Objective Timeline
Time,Team,Objective,Details
13:39,Team 200,Hextech Dragon,
14:37,Neutral,Bot Lane Outer Turret,Team 100's building
