Match ID:,NA1_5312809086
Game Duration:,2008
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,015","2,987",+28
3,"4,976","4,248",+728
4,"7,298","5,522","+1,776"
5,"8,663","6,973","+1,690"
6,"10,707","8,204","+2,503"
7,"12,260","9,625","+2,635"
8,"14,144","10,917","+3,227"
9,"15,567","12,404","+3,163"
10,"18,106","14,152","+3,954"
11,"19,683","15,855","+3,828"
12,"23,038","18,180","+4,858"
13,"25,383","20,859","+4,524"
14,"27,740","23,046","+4,694"
15,"29,505","25,033","+4,472"
16,"31,262","28,186","+3,076"
17,"33,417","29,454","+3,963"
18,"35,923","31,447","+4,476"
19,"38,467","35,436","+3,031"
20,"39,368","37,144","+2,224"
21,"40,977","40,315",+662
22,"42,710","42,665",+45
23,"44,401","44,910",-509
24,"45,848","47,253","-1,405"
25,"47,256","50,830","-3,574"
26,"48,439","53,538","-5,099"
27,"51,289","55,579","-4,290"
28,"54,508","57,848","-3,340"
29,"58,177","60,361","-2,184"
30,"61,380","62,123",-743
""
Objective Timeline
Time,Team,Objective,Details
14:52,Neutral,Top Lane Outer Turret,Team 200's building
15:03,Team 200,Earth Dragon,
16:42,Neutral,Mid Lane Outer Turret,Team 200's building
17:39,Team 100,Monster,
18:20,Neutral,Bot Lane Outer Turret,Team 100's building
20:28,Team 100,Air Dragon,
20:29,Neutral,Dragon Soul Given,
20:45,Neutral,Mid Lane Outer Turret,Team 100's building
24:44,Neutral,Top Lane Outer Turret,Team 100's building
24:58,Neutral,Top Lane Inner Turret,Team 100's building
25:30,Team 200,Monster,
26:16,Neutral,Top Lane Base Turret,Team 100's building
26:16,Team 100,Hextech Dragon,
26:32,Neutral,Inhibitor Building (Top Lane),Team 100's building
26:46,Neutral,Mid Lane Inner Turret,Team 200's building
26:57,Neutral,Bot Lane Outer Turret,Team 200's building
28:13,Neutral,Bot Lane Inner Turret,Team 100's building
32:05,Neutral,Inhibitor Building (Top Lane),Team 100's building
32:31,Team 200,Hextech Dragon,
33:01,Neutral,Mid Lane Base Turret,Team 200's building
33:07,Neutral,Inhibitor Building (Mid Lane),Team 200's building
33:18,Neutral,Mid Lane Nexus Turret,Team 200's building
33:21,Neutral,Mid Lane Nexus Turret,Team 200's building
