Match ID:,NA1_5292456286
Game Duration:,990
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,018","2,890",+128
3,"4,475","4,234",+241
4,"5,855","5,726",+129
5,"7,385","7,263",+122
6,"9,356","8,578",+778
7,"10,859","10,022",+837
8,"12,998","11,346","+1,652"
9,"14,178","12,754","+1,424"
10,"16,648","14,285","+2,363"
11,"18,783","15,533","+3,250"
12,"20,017","18,052","+1,965"
13,"22,057","19,325","+2,732"
14,"25,129","20,707","+4,422"
15,"26,775","23,129","+3,646"
16,"28,975","25,316","+3,659"
17,"30,831","26,440","+4,391"
""
Objective Timeline
Time,Team,Objective,Details
6:43,Team 200,Fire Dragon,
12:04,Team 200,Air Dragon,
12:04,Neutral,Dragon Soul Given,
15:53,Neutral,Bot Lane Outer Turret,Team 200's building
