Match ID:,NA1_5314710213
Game Duration:,1726
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,113","3,026",+87
3,"4,952","4,412",+540
4,"6,851","6,213",+638
5,"8,885","7,590","+1,295"
6,"10,306","9,030","+1,276"
7,"12,032","10,943","+1,089"
8,"13,617","12,599","+1,018"
9,"16,428","13,579","+2,849"
10,"18,106","15,867","+2,239"
11,"21,168","17,862","+3,306"
12,"22,880","20,020","+2,860"
13,"26,027","21,643","+4,384"
14,"27,984","23,790","+4,194"
15,"30,942","25,022","+5,920"
16,"32,822","27,078","+5,744"
17,"36,661","28,095","+8,566"
18,"38,657","30,910","+7,747"
19,"41,468","34,275","+7,193"
20,"42,999","36,896","+6,103"
21,"44,951","38,521","+6,430"
22,"47,765","41,834","+5,931"
23,"50,307","43,683","+6,624"
24,"51,832","45,919","+5,913"
25,"54,989","47,971","+7,018"
26,"57,055","51,967","+5,088"
27,"58,982","55,277","+3,705"
28,"61,034","56,807","+4,227"
29,"65,532","57,299","+8,233"
""
Objective Timeline
Time,Team,Objective,Details
12:32,Neutral,Top Lane Outer Turret,Team 200's building
14:05,Team 100,Air Dragon,
14:13,Neutral,Mid Lane Outer Turret,Team 200's building
14:25,Neutral,Bot Lane Outer Turret,Team 200's building
15:24,Team 100,Monster,
16:44,Neutral,Bot Lane Inner Turret,Team 200's building
17:57,Neutral,Bot Lane Outer Turret,Team 100's building; 500 gold
18:30,Neutral,Top Lane Inner Turret,Team 200's building
19:31,Neutral,Top Lane Outer Turret,Team 100's building; 500 gold
19:53,Team 100,Earth Dragon,
19:53,Neutral,Dragon Soul Given,
21:57,Neutral,Bot Lane Inner Turret,Team 100's building; 800 gold
24:35,Neutral,Mid Lane Inner Turret,Team 200's building
25:08,Team 100,Hextech Dragon,
28:25,Neutral,Mid Lane Base Turret,Team 200's building
28:28,Neutral,Inhibitor Building (Mid Lane),Team 200's building
28:34,Neutral,Mid Lane Nexus Turret,Team 200's building
28:38,Neutral,Mid Lane Nexus Turret,Team 200's building
