Match ID:,NA1_5310727608
Game Duration:,1247
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,025","3,075",-50
3,"4,262","4,415",-153
4,"5,815","6,151",-336
5,"7,107","7,568",-461
6,"8,592","9,454",-862
7,"10,722","11,798","-1,076"
8,"12,333","13,241",-908
9,"13,847","15,243","-1,396"
10,"15,745","16,941","-1,196"
11,"17,954","19,730","-1,776"
12,"19,902","22,255","-2,353"
13,"21,586","24,773","-3,187"
14,"23,107","27,328","-4,221"
15,"24,911","28,484","-3,573"
16,"26,471","31,258","-4,787"
17,"27,864","33,900","-6,036"
18,"30,966","36,931","-5,965"
19,"32,444","39,123","-6,679"
20,"34,281","40,834","-6,553"
21,"35,128","43,443","-8,315"
""
Objective Timeline
Time,Team,Objective,Details
8:15,Team 200,Air Dragon,
10:37,Neutral,Top Lane Outer Turret,Team 100's building
11:31,Neutral,Top Lane Inner Turret,Team 100's building
13:23,Neutral,Bot Lane Outer Turret,Team 100's building
13:49,Team 200,Water Dragon,
13:49,Neutral,Dragon Soul Given,
15:59,Team 200,Monster,
16:34,Neutral,Bot Lane Inner Turret,Team 100's building
17:16,Neutral,Mid Lane Outer Turret,Team 100's building
19:25,Team 200,Chemtech Dragon,
