Match ID:,NA1_5318485883
Game Duration:,1916
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,940","2,993",-53
3,"4,299","5,061",-762
4,"6,250","6,675",-425
5,"8,024","8,326",-302
6,"9,351","9,626",-275
7,"12,298","10,862","+1,436"
8,"13,931","12,505","+1,426"
9,"16,529","14,261","+2,268"
10,"17,971","15,997","+1,974"
11,"19,912","17,554","+2,358"
12,"21,532","20,020","+1,512"
13,"23,165","21,534","+1,631"
14,"25,338","23,165","+2,173"
15,"26,952","24,421","+2,531"
16,"29,118","26,744","+2,374"
17,"30,891","28,870","+2,021"
18,"33,495","31,958","+1,537"
19,"34,820","35,476",-656
20,"37,418","36,703",+715
21,"38,673","38,456",+217
22,"40,922","40,029",+893
23,"43,528","41,429","+2,099"
24,"45,468","43,244","+2,224"
25,"47,626","45,581","+2,045"
26,"50,389","49,633",+756
27,"52,023","52,193",-170
28,"54,293","56,690","-2,397"
29,"55,935","57,972","-2,037"
30,"57,393","61,400","-4,007"
""
Objective Timeline
Time,Team,Objective,Details
6:09,Team 200,Fire Dragon,
11:30,Team 200,Water Dragon,
11:30,Neutral,Dragon Soul Given,
16:33,Neutral,Mid Lane Outer Turret,Team 100's building
16:47,Neutral,Top Lane Outer Turret,Team 200's building
16:51,Team 200,Chemtech Dragon,
17:12,Neutral,Mid Lane Outer Turret,Team 200's building
17:45,Neutral,Top Lane Outer Turret,Team 100's building
18:28,Neutral,Bot Lane Outer Turret,Team 100's building
20:52,Team 200,Monster,
22:14,Neutral,Mid Lane Inner Turret,Team 100's building
22:40,Team 100,Chemtech Dragon,
22:58,Neutral,Bot Lane Outer Turret,Team 200's building
25:00,Neutral,Top Lane Inner Turret,Team 200's building
25:40,Neutral,Bot Lane Inner Turret,Team 100's building
27:29,Neutral,Mid Lane Base Turret,Team 100's building
27:30,Team 200,Monster,
27:58,Team 200,Chemtech Dragon,
27:58,Neutral,Dragon Soul Given,
29:31,Neutral,Top Lane Inner Turret,Team 100's building
29:54,Neutral,Inhibitor Building (Mid Lane),Team 100's building
30:48,Neutral,Top Lane Base Turret,Team 100's building
31:20,Neutral,Inhibitor Building (Top Lane),Team 100's building
31:25,Neutral,Mid Lane Nexus Turret,Team 100's building
31:37,Neutral,Mid Lane Nexus Turret,Team 100's building
