Match ID:,NA1_5319121122
Game Duration:,2101
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,895","2,500",+395
2,"3,383","2,921",+462
3,"5,381","4,480",+901
4,"6,759","6,946",-187
5,"8,669","8,085",+584
6,"10,339","9,838",+501
7,"12,019","11,323",+696
8,"13,758","13,015",+743
9,"15,517","14,373","+1,144"
10,"17,756","16,903",+853
11,"19,631","18,754",+877
12,"21,860","20,066","+1,794"
13,"24,164","22,123","+2,041"
14,"26,969","24,132","+2,837"
15,"29,519","26,170","+3,349"
16,"32,340","27,320","+5,020"
17,"34,024","29,601","+4,423"
18,"37,089","32,481","+4,608"
19,"39,356","35,032","+4,324"
20,"42,340","37,742","+4,598"
21,"44,135","39,633","+4,502"
22,"46,196","41,590","+4,606"
23,"47,701","45,087","+2,614"
24,"49,162","47,406","+1,756"
25,"51,339","48,766","+2,573"
26,"54,441","51,147","+3,294"
27,"56,637","53,689","+2,948"
28,"60,414","55,318","+5,096"
29,"63,290","59,171","+4,119"
30,"66,780","61,392","+5,388"
""
Objective Timeline
Time,Team,Objective,Details
11:43,Team 100,Hextech Dragon,
14:17,Neutral,Top Lane Outer Turret,Team 200's building
14:23,Neutral,Bot Lane Outer Turret,Team 100's building
15:50,Neutral,Bot Lane Outer Turret,Team 200's building
17:38,Neutral,Bot Lane Inner Turret,Team 200's building
17:38,Team 200,Fire Dragon,300 gold
17:39,Neutral,Dragon Soul Given,
18:10,Neutral,Mid Lane Outer Turret,Team 200's building
18:24,Team 100,Monster,
18:47,Neutral,Top Lane Outer Turret,Team 100's building
19:32,Neutral,Top Lane Inner Turret,Team 200's building
22:03,Neutral,Bot Lane Inner Turret,Team 100's building
22:05,Neutral,Mid Lane Outer Turret,Team 100's building
22:53,Team 100,Air Dragon,
23:11,Neutral,Mid Lane Inner Turret,Team 100's building
27:40,Team 100,Monster,
28:26,Team 100,Air Dragon,
28:40,Neutral,Top Lane Inner Turret,Team 100's building
29:25,Neutral,Mid Lane Inner Turret,Team 200's building
29:34,Neutral,Top Lane Base Turret,Team 200's building
31:07,Neutral,Mid Lane Base Turret,Team 200's building
31:09,Neutral,Inhibitor Building (Top Lane),Team 200's building
31:14,Neutral,Inhibitor Building (Mid Lane),Team 200's building
33:54,Team 100,Air Dragon,
33:54,Neutral,Dragon Soul Given,
34:51,Neutral,Mid Lane Nexus Turret,Team 200's building
34:53,Neutral,Mid Lane Nexus Turret,Team 200's building
