Match ID:,NA1_5304304487
Game Duration:,2039
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,895","2,500",+395
2,"3,271","3,051",+220
3,"4,636","4,553",+83
4,"6,469","6,290",+179
5,"7,904","7,867",+37
6,"9,685","9,469",+216
7,"11,190","10,959",+231
8,"13,484","12,688",+796
9,"15,216","15,020",+196
10,"17,414","16,517",+897
11,"19,442","18,150","+1,292"
12,"21,893","20,242","+1,651"
13,"23,008","21,746","+1,262"
14,"25,687","22,906","+2,781"
15,"27,773","25,441","+2,332"
16,"29,623","27,298","+2,325"
17,"33,026","28,969","+4,057"
18,"35,153","30,323","+4,830"
19,"37,213","32,336","+4,877"
20,"38,463","35,766","+2,697"
21,"39,653","38,301","+1,352"
22,"42,411","39,977","+2,434"
23,"43,819","41,915","+1,904"
24,"45,635","43,544","+2,091"
25,"47,224","45,306","+1,918"
26,"49,242","47,367","+1,875"
27,"52,517","48,338","+4,179"
28,"55,612","49,812","+5,800"
29,"57,832","51,380","+6,452"
30,"60,874","54,177","+6,697"
""
Objective Timeline
Time,Team,Objective,Details
9:01,Team 200,Water Dragon,
14:50,Team 200,Chemtech Dragon,
14:50,Neutral,Top Lane Outer Turret,Team 200's building
14:50,Neutral,Dragon Soul Given,
16:25,Neutral,Bot Lane Outer Turret,Team 200's building
17:14,Neutral,Mid Lane Outer Turret,Team 200's building
17:31,Team 100,Monster,
18:26,Neutral,Top Lane Outer Turret,Team 100's building
22:43,Neutral,Mid Lane Outer Turret,Team 100's building
22:48,Team 100,Hextech Dragon,
25:55,Neutral,Bot Lane Outer Turret,Team 100's building
26:44,Neutral,Bot Lane Inner Turret,Team 200's building
28:13,Team 100,Hextech Dragon,
30:09,Neutral,Mid Lane Inner Turret,Team 200's building
31:27,Team 100,Monster,
32:09,Neutral,Top Lane Inner Turret,Team 200's building
32:30,Neutral,Top Lane Base Turret,Team 200's building
32:35,Neutral,Inhibitor Building (Top Lane),Team 200's building
32:41,Neutral,Mid Lane Nexus Turret,Team 200's building
