Match ID:,NA1_5312923883
Game Duration:,2153
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,511",-11
2,"3,019","3,080",-61
3,"4,516","4,588",-72
4,"6,590","6,097",+493
5,"7,876","7,553",+323
6,"10,185","8,946","+1,239"
7,"12,132","10,416","+1,716"
8,"15,080","11,545","+3,535"
9,"16,529","13,449","+3,080"
10,"18,371","16,365","+2,006"
11,"20,488","17,858","+2,630"
12,"22,643","20,143","+2,500"
13,"25,414","21,981","+3,433"
14,"28,236","23,423","+4,813"
15,"30,729","28,040","+2,689"
16,"33,126","29,376","+3,750"
17,"35,518","31,093","+4,425"
18,"36,863","32,824","+4,039"
19,"39,716","35,678","+4,038"
20,"41,976","37,320","+4,656"
21,"43,899","39,503","+4,396"
22,"47,684","42,795","+4,889"
23,"49,472","46,012","+3,460"
24,"50,992","47,583","+3,409"
25,"53,300","48,891","+4,409"
26,"54,881","53,579","+1,302"
27,"56,628","57,954","-1,326"
28,"58,248","59,765","-1,517"
29,"62,061","61,425",+636
30,"63,683","63,058",+625
""
Objective Timeline
Time,Team,Objective,Details
12:33,Team 100,Water Dragon,
12:53,Neutral,Bot Lane Outer Turret,Team 200's building
14:53,Neutral,Top Lane Outer Turret,Team 100's building; 150 gold
16:04,Neutral,Top Lane Outer Turret,Team 200's building
16:13,Team 100,Monster,
17:48,Team 100,Hextech Dragon,
17:48,Neutral,Dragon Soul Given,
21:02,Neutral,Mid Lane Outer Turret,Team 100's building
21:09,Neutral,Bot Lane Inner Turret,Team 200's building
21:13,Neutral,Mid Lane Inner Turret,Team 100's building; 240 gold
21:35,Neutral,Mid Lane Outer Turret,Team 200's building
22:57,Team 200,Air Dragon,300 gold
24:59,Neutral,Bot Lane Base Turret,Team 200's building
25:12,Neutral,Inhibitor Building (Bot Lane),Team 200's building
26:23,Team 200,Monster,
28:13,Team 200,Air Dragon,
28:29,Neutral,Bot Lane Outer Turret,Team 100's building
28:40,Neutral,Mid Lane Inner Turret,Team 200's building
28:58,Neutral,Top Lane Inner Turret,Team 200's building
31:50,Neutral,Mid Lane Base Turret,Team 100's building
31:53,Neutral,Inhibitor Building (Mid Lane),Team 100's building
33:06,Team 200,Monster,
33:40,Team 200,Air Dragon,
34:59,Neutral,Bot Lane Inner Turret,Team 100's building
35:31,Neutral,Bot Lane Base Turret,Team 100's building
35:36,Neutral,Mid Lane Nexus Turret,Team 100's building
35:42,Neutral,Mid Lane Nexus Turret,Team 100's building
