Match ID:,NA1_5316689975
Game Duration:,1902
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,003","3,016",-13
3,"4,421","4,507",-86
4,"5,824","5,923",-99
5,"7,488","7,804",-316
6,"9,153","9,587",-434
7,"10,804","10,891",-87
8,"12,433","12,206",+227
9,"14,429","13,679",+750
10,"16,365","15,379",+986
11,"18,057","17,378",+679
12,"20,398","18,686","+1,712"
13,"22,771","20,279","+2,492"
14,"24,551","22,727","+1,824"
15,"26,120","24,537","+1,583"
16,"28,171","26,711","+1,460"
17,"30,335","29,029","+1,306"
18,"32,371","30,341","+2,030"
19,"35,427","31,917","+3,510"
20,"37,223","33,425","+3,798"
21,"38,933","34,990","+3,943"
22,"42,426","37,174","+5,252"
23,"43,638","40,327","+3,311"
24,"46,089","42,717","+3,372"
25,"47,585","44,389","+3,196"
26,"50,211","47,260","+2,951"
27,"52,068","50,505","+1,563"
28,"53,758","52,338","+1,420"
29,"55,143","54,333",+810
30,"56,397","59,219","-2,822"
""
Objective Timeline
Time,Team,Objective,Details
6:38,Team 200,Water Dragon,
12:05,Team 200,Hextech Dragon,
12:06,Neutral,Dragon Soul Given,
15:07,Neutral,Top Lane Outer Turret,Team 200's building
16:12,Team 100,Monster,
17:23,Team 200,Air Dragon,
17:44,Neutral,Mid Lane Outer Turret,Team 200's building
18:27,Neutral,Bot Lane Outer Turret,Team 200's building
22:41,Team 100,Air Dragon,
22:44,Neutral,Top Lane Outer Turret,Team 100's building
23:50,Neutral,Top Lane Inner Turret,Team 200's building
26:51,Neutral,Mid Lane Outer Turret,Team 100's building
28:30,Team 200,Air Dragon,
28:30,Neutral,Dragon Soul Given,
29:02,Team 200,Monster,
30:13,Neutral,Bot Lane Outer Turret,Team 100's building
30:36,Neutral,Mid Lane Inner Turret,Team 100's building
30:51,Neutral,Bot Lane Inner Turret,Team 100's building
31:19,Neutral,Bot Lane Base Turret,Team 100's building
31:24,Neutral,Inhibitor Building (Bot Lane),Team 100's building
31:30,Neutral,Mid Lane Nexus Turret,Team 100's building
31:33,Neutral,Mid Lane Nexus Turret,Team 100's building
