Match ID:,NA1_5312599728
Game Duration:,1716
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,990","3,082",-92
3,"4,776","4,456",+320
4,"7,219","5,849","+1,370"
5,"8,657","7,359","+1,298"
6,"10,339","8,889","+1,450"
7,"12,257","10,616","+1,641"
8,"13,862","11,956","+1,906"
9,"15,741","13,862","+1,879"
10,"18,014","15,579","+2,435"
11,"20,519","17,205","+3,314"
12,"22,053","20,659","+1,394"
13,"23,687","22,329","+1,358"
14,"25,749","24,631","+1,118"
15,"27,580","26,071","+1,509"
16,"30,411","27,669","+2,742"
17,"32,407","31,181","+1,226"
18,"34,177","34,022",+155
19,"37,454","36,592",+862
20,"39,424","38,960",+464
21,"42,911","40,974","+1,937"
22,"44,442","42,270","+2,172"
23,"46,985","43,623","+3,362"
24,"48,558","45,808","+2,750"
25,"50,582","47,239","+3,343"
26,"55,857","48,366","+7,491"
27,"58,456","50,428","+8,028"
28,"60,211","51,572","+8,639"
29,"63,097","52,567","+10,530"
""
Objective Timeline
Time,Team,Objective,Details
5:42,Team 200,Chemtech Dragon,
14:05,Team 100,Water Dragon,
14:05,Neutral,Dragon Soul Given,
14:17,Neutral,Bot Lane Outer Turret,Team 200's building
16:06,Team 100,Monster,
16:18,Neutral,Mid Lane Outer Turret,Team 200's building
17:21,Neutral,Top Lane Outer Turret,Team 200's building
17:25,Neutral,Mid Lane Outer Turret,Team 100's building
17:50,Neutral,Bot Lane Outer Turret,Team 100's building
18:15,Neutral,Top Lane Outer Turret,Team 100's building
18:36,Neutral,Bot Lane Inner Turret,Team 200's building
21:26,Team 100,Air Dragon,
22:40,Neutral,Mid Lane Inner Turret,Team 200's building
25:18,Team 100,Monster,
25:51,Neutral,Top Lane Inner Turret,Team 200's building
26:09,Neutral,Top Lane Base Turret,Team 200's building
26:15,Neutral,Mid Lane Base Turret,Team 200's building
26:16,Neutral,Inhibitor Building (Top Lane),Team 200's building
27:10,Team 100,Air Dragon,
27:55,Neutral,Inhibitor Building (Mid Lane),Team 200's building
28:02,Neutral,Bot Lane Base Turret,Team 200's building
28:07,Neutral,Inhibitor Building (Bot Lane),Team 200's building
28:13,Neutral,Mid Lane Nexus Turret,Team 200's building
28:23,Neutral,Mid Lane Nexus Turret,Team 200's building
