Match ID:,NA1_5302794482
Game Duration:,1861
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,932","2,928",+4
3,"4,518","4,411",+107
4,"6,471","5,916",+555
5,"8,083","8,001",+82
6,"9,744","9,795",-51
7,"11,290","11,138",+152
8,"13,841","12,612","+1,229"
9,"15,416","13,952","+1,464"
10,"17,282","16,753",+529
11,"18,947","18,118",+829
12,"20,394","19,773",+621
13,"23,337","21,549","+1,788"
14,"24,898","23,197","+1,701"
15,"26,929","25,038","+1,891"
16,"29,205","27,073","+2,132"
17,"30,877","31,161",-284
18,"32,961","32,748",+213
19,"35,981","35,339",+642
20,"37,252","36,646",+606
21,"40,068","39,719",+349
22,"41,562","41,289",+273
23,"45,152","42,879","+2,273"
24,"46,575","44,351","+2,224"
25,"51,395","45,949","+5,446"
26,"53,845","48,160","+5,685"
27,"58,403","49,179","+9,224"
28,"60,599","51,045","+9,554"
29,"62,846","53,791","+9,055"
30,"63,801","55,519","+8,282"
""
Objective Timeline
Time,Team,Objective,Details
14:06,Team 200,Fire Dragon,
15:16,Neutral,Top Lane Outer Turret,Team 200's building
15:33,Neutral,Bot Lane Outer Turret,Team 100's building
17:10,Team 200,Monster,
18:26,Neutral,Bot Lane Outer Turret,Team 200's building
20:12,Neutral,Mid Lane Outer Turret,Team 100's building
21:40,Neutral,Mid Lane Outer Turret,Team 200's building
21:54,Team 100,Earth Dragon,
21:54,Neutral,Dragon Soul Given,
24:55,Neutral,Top Lane Inner Turret,Team 200's building
25:13,Neutral,Mid Lane Inner Turret,Team 200's building
26:29,Neutral,Bot Lane Inner Turret,Team 200's building
26:44,Neutral,Mid Lane Base Turret,Team 200's building
27:39,Team 100,Chemtech Dragon,
30:10,Team 100,Monster,
30:38,Neutral,Inhibitor Building (Mid Lane),Team 200's building
30:49,Neutral,Mid Lane Nexus Turret,Team 200's building
30:53,Neutral,Mid Lane Nexus Turret,Team 200's building
