Match ID:,NA1_5313598609
Game Duration:,1744
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,505","2,500",+5
2,"3,059","3,009",+50
3,"4,624","4,506",+118
4,"6,316","6,410",-94
5,"7,883","7,922",-39
6,"9,735","9,599",+136
7,"11,052","12,101","-1,049"
8,"13,842","13,993",-151
9,"15,248","15,416",-168
10,"16,977","17,478",-501
11,"18,473","19,068",-595
12,"19,866","20,218",-352
13,"21,473","21,817",-344
14,"22,968","24,884","-1,916"
15,"24,844","26,160","-1,316"
16,"26,037","28,786","-2,749"
17,"28,876","30,826","-1,950"
18,"31,171","33,163","-1,992"
19,"34,467","35,480","-1,013"
20,"35,967","36,940",-973
21,"39,472","38,730",+742
22,"42,472","40,244","+2,228"
23,"44,432","43,149","+1,283"
24,"45,719","44,556","+1,163"
25,"47,560","47,265",+295
26,"49,791","50,814","-1,023"
27,"51,125","54,587","-3,462"
28,"52,298","57,525","-5,227"
29,"54,285","60,747","-6,462"
""
Objective Timeline
Time,Team,Objective,Details
6:22,Team 200,Earth Dragon,
12:49,Team 200,Water Dragon,
12:50,Neutral,Dragon Soul Given,
13:49,Neutral,Top Lane Outer Turret,Team 100's building
15:51,Team 200,Monster,
16:23,Neutral,Bot Lane Outer Turret,Team 200's building
17:05,Neutral,Mid Lane Outer Turret,Team 100's building
17:14,Neutral,Mid Lane Inner Turret,Team 100's building
17:31,Neutral,Top Lane Outer Turret,Team 200's building
18:16,Team 100,Fire Dragon,
18:27,Neutral,Top Lane Inner Turret,Team 100's building
18:49,Neutral,Mid Lane Outer Turret,Team 200's building
20:27,Neutral,Bot Lane Outer Turret,Team 100's building
21:52,Neutral,Top Lane Inner Turret,Team 200's building
22:07,Neutral,Top Lane Base Turret,Team 200's building
23:36,Team 200,Fire Dragon,
26:01,Team 200,Monster,
27:31,Neutral,Mid Lane Base Turret,Team 100's building
27:35,Neutral,Inhibitor Building (Mid Lane),Team 100's building
27:48,Neutral,Top Lane Base Turret,Team 100's building
27:52,Neutral,Inhibitor Building (Top Lane),Team 100's building
