Match ID:,NA1_5312829716
Game Duration:,1746
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,095","3,022",+73
3,"4,609","4,883",-274
4,"6,004","6,996",-992
5,"7,724","8,398",-674
6,"9,633","9,809",-176
7,"11,003","11,704",-701
8,"12,733","13,159",-426
9,"15,014","15,093",-79
10,"16,438","17,283",-845
11,"18,666","19,217",-551
12,"20,007","21,386","-1,379"
13,"21,681","23,039","-1,358"
14,"24,313","25,749","-1,436"
15,"25,743","26,920","-1,177"
16,"27,544","29,529","-1,985"
17,"30,272","31,645","-1,373"
18,"32,122","33,352","-1,230"
19,"33,099","36,137","-3,038"
20,"36,569","39,943","-3,374"
21,"37,762","41,242","-3,480"
22,"39,525","43,084","-3,559"
23,"40,634","45,896","-5,262"
24,"42,169","49,192","-7,023"
25,"44,057","52,476","-8,419"
26,"47,035","54,301","-7,266"
27,"54,434","56,248","-1,814"
28,"56,048","59,249","-3,201"
29,"58,977","63,877","-4,900"
""
Objective Timeline
Time,Team,Objective,Details
7:04,Team 200,Fire Dragon,
12:45,Team 200,Earth Dragon,
12:45,Neutral,Dragon Soul Given,
13:55,Neutral,Top Lane Outer Turret,Team 200's building
15:33,Neutral,Bot Lane Outer Turret,Team 100's building
15:49,Team 100,Monster,
16:07,Neutral,Mid Lane Outer Turret,Team 100's building
16:07,Neutral,Top Lane Inner Turret,Team 200's building
17:36,Neutral,Bot Lane Outer Turret,Team 200's building
18:50,Team 200,Hextech Dragon,
19:25,Neutral,Top Lane Outer Turret,Team 100's building
23:00,Neutral,Top Lane Inner Turret,Team 100's building
24:27,Neutral,Bot Lane Inner Turret,Team 100's building
24:28,Team 200,Hextech Dragon,
24:29,Neutral,Dragon Soul Given,
24:50,Neutral,Mid Lane Inner Turret,Team 100's building
26:23,Team 100,Monster,600 gold
26:43,Neutral,Bot Lane Inner Turret,Team 200's building; 570 gold
26:57,Neutral,Bot Lane Base Turret,Team 200's building; 240 gold
27:10,Neutral,Inhibitor Building (Bot Lane),Team 200's building
28:45,Neutral,Mid Lane Base Turret,Team 100's building
28:49,Neutral,Inhibitor Building (Mid Lane),Team 100's building
28:56,Neutral,Mid Lane Nexus Turret,Team 100's building
28:57,Neutral,Mid Lane Nexus Turret,Team 100's building
